time,gFx,gFy,gFz,TgF
17:39:00:577,0.8986,0.1148,0.1154,0.913
17:39:00:580,0.9018,0.1109,0.1112,0.915
17:39:00:586,0.9047,0.1075,0.1056,0.917
17:39:00:592,0.9052,0.1053,0.1029,0.917
17:39:00:597,0.9018,0.1016,0.1054,0.914
17:39:00:601,0.8988,0.0977,0.1110,0.911
17:39:00:606,0.8944,0.0943,0.1213,0.908
17:39:00:611,0.8893,0.0904,0.1340,0.904
17:39:00:617,0.8832,0.0835,0.1455,0.899
17:39:00:621,0.8758,0.0767,0.1535,0.893
17:39:00:626,0.8653,0.0718,0.1604,0.883
17:39:00:631,0.8546,0.0654,0.1650,0.873
17:39:00:637,0.8468,0.0571,0.1640,0.864
17:39:00:649,0.8377,0.0508,0.1604,0.854
17:39:00:650,0.8260,0.0493,0.1494,0.841
17:39:00:652,0.8123,0.0500,0.1359,0.825
17:39:00:657,0.7974,0.0522,0.1225,0.808
17:39:00:665,0.7773,0.0596,0.1083,0.787
17:39:00:666,0.7571,0.0720,0.0936,0.766
17:39:00:676,0.7448,0.0840,0.0761,0.753
17:39:00:677,0.7387,0.0901,0.0636,0.747
17:39:00:681,0.7365,0.0874,0.0614,0.744
17:39:00:687,0.7377,0.0813,0.0643,0.745
17:39:00:692,0.7404,0.0786,0.0680,0.748
17:39:00:697,0.7429,0.0816,0.0765,0.751
17:39:00:702,0.7436,0.0892,0.0934,0.755
17:39:00:707,0.7465,0.0967,0.1134,0.761
17:39:00:711,0.7551,0.1009,0.1330,0.773
17:39:00:718,0.7693,0.1036,0.1489,0.790
17:39:00:723,0.7866,0.1082,0.1555,0.809
17:39:00:727,0.8069,0.1141,0.1543,0.829
17:39:00:732,0.8301,0.1192,0.1491,0.852
17:39:00:737,0.8428,0.1266,0.1442,0.864
17:39:00:753,0.8431,0.1380,0.1489,0.867
17:39:00:754,0.8419,0.1498,0.1528,0.869
17:39:00:755,0.8512,0.1564,0.1460,0.878
17:39:00:758,0.8756,0.1532,0.1235,0.897
17:39:00:762,0.9040,0.1483,0.1032,0.922
17:39:00:768,0.9252,0.1407,0.0929,0.940
17:39:00:772,0.9360,0.1385,0.0941,0.951
17:39:00:777,0.9460,0.1422,0.1044,0.962
17:39:00:781,0.9543,0.1495,0.1203,0.973
17:39:00:786,0.9563,0.1583,0.1301,0.978
17:39:00:792,0.9568,0.1666,0.1416,0.981
17:39:00:798,0.9648,0.1752,0.1501,0.992
17:39:00:802,0.9792,0.1784,0.1513,1.007
17:39:00:808,0.9763,0.1776,0.1523,1.004
17:39:00:812,0.9465,0.1825,0.1572,0.977
17:39:00:817,0.9049,0.1960,0.1587,0.939
17:39:00:822,0.8788,0.2021,0.1501,0.914
17:39:00:834,0.8927,0.1913,0.1347,0.923
17:39:00:835,0.9282,0.1710,0.1181,0.951
17:39:00:838,0.9607,0.1486,0.1086,0.978
17:39:00:843,0.9824,0.1346,0.1103,0.998
17:39:00:847,0.9966,0.1278,0.1112,1.011
17:39:00:852,1.0039,0.1217,0.1007,1.016
17:39:00:860,1.0056,0.1160,0.0841,1.016
17:39:00:862,1.0083,0.1136,0.0611,1.017
17:39:00:867,1.0081,0.1236,0.0352,1.016
17:39:00:873,0.9976,0.1451,0.0115,1.008
17:39:00:878,0.9922,0.1669,-0.0090,1.006
17:39:00:883,1.0039,0.1820,-0.0391,1.021
17:39:00:888,1.0208,0.1918,-0.0929,1.043
17:39:00:893,1.0558,0.1899,-0.1408,1.082
17:39:00:898,1.1115,0.1664,-0.1501,1.134
17:39:00:902,1.1513,0.1395,-0.1334,1.167
17:39:00:907,1.1919,0.1163,-0.1215,1.204
17:39:00:912,1.2457,0.0916,-0.1300,1.256
17:39:00:920,1.3090,0.0603,-0.1677,1.321
17:39:00:923,1.3398,0.0434,-0.2371,1.361
17:39:00:927,1.3571,0.0398,-0.3216,1.395
17:39:00:932,1.3901,0.0197,-0.3913,1.444
17:39:00:939,1.4183,-0.0238,-0.4365,1.484
17:39:00:947,1.4178,-0.0668,-0.4561,1.491
17:39:00:948,1.3887,-0.0922,-0.4593,1.466
17:39:00:953,1.3417,-0.1020,-0.4622,1.423
17:39:00:966,1.2948,-0.1064,-0.4673,1.381
17:39:00:968,1.2491,-0.1093,-0.4554,1.334
17:39:00:968,1.2027,-0.1108,-0.4226,1.280
17:39:00:973,1.1587,-0.1108,-0.3757,1.223
17:39:00:979,1.1261,-0.1123,-0.3199,1.176
17:39:00:984,1.1071,-0.1174,-0.2627,1.144
17:39:00:990,1.0951,-0.1215,-0.2033,1.120
17:39:00:993,1.0880,-0.1321,-0.1403,1.105
17:39:00:998,1.0888,-0.1511,-0.0694,1.101
17:39:01:002,1.1002,-0.1702,-0.0022,1.113
17:39:01:008,1.1220,-0.1907,0.0462,1.139
17:39:01:015,1.1523,-0.2174,0.0651,1.174
17:39:01:019,1.1934,-0.2315,0.0465,1.217
17:39:01:028,1.2330,-0.2220,-0.0115,1.253
17:39:01:030,1.2591,-0.1990,-0.0855,1.278
17:39:01:033,1.2770,-0.1765,-0.1608,1.299
17:39:01:044,1.2946,-0.1538,-0.2368,1.325
17:39:01:050,1.3029,-0.1299,-0.3116,1.346
17:39:01:051,1.3083,-0.1027,-0.3730,1.364
17:39:01:053,1.3178,-0.0758,-0.4052,1.381
17:39:01:059,1.3175,-0.0480,-0.4023,1.378
17:39:01:062,1.2951,-0.0172,-0.3688,1.347
17:39:01:068,1.2689,0.0095,-0.3204,1.309
17:39:01:074,1.2388,0.0273,-0.2728,1.269
17:39:01:078,1.1973,0.0342,-0.2378,1.221
17:39:01:084,1.1616,0.0364,-0.2163,1.182
17:39:01:089,1.1276,0.0324,-0.2055,1.147
17:39:01:094,1.0971,0.0254,-0.1904,1.114
17:39:01:098,1.0609,0.0146,-0.1620,1.073
17:39:01:103,1.0208,0.0060,-0.1185,1.028
17:39:01:109,0.9797,-0.0023,-0.0694,0.982
17:39:01:114,0.9401,-0.0106,-0.0271,0.941
17:39:01:119,0.9086,-0.0145,-0.0049,0.909
17:39:01:128,0.8741,-0.0186,-0.0005,0.874
17:39:01:130,0.8497,-0.0111,-0.0154,0.850
17:39:01:137,0.8147,-0.0054,-0.0361,0.816
17:39:01:145,0.7690,0.0002,-0.0557,0.771
17:39:01:146,0.7321,0.0070,-0.0848,0.737
17:39:01:149,0.7084,0.0078,-0.1153,0.718
17:39:01:154,0.6962,0.0085,-0.1410,0.710
17:39:01:158,0.6925,0.0122,-0.1606,0.711
17:39:01:163,0.6937,0.0185,-0.1701,0.715
17:39:01:168,0.6969,0.0234,-0.1674,0.717
17:39:01:174,0.7021,0.0263,-0.1520,0.719
17:39:01:179,0.7170,0.0236,-0.1276,0.729
17:39:01:184,0.7443,0.0153,-0.1041,0.752
17:39:01:190,0.7773,0.0100,-0.0911,0.783
17:39:01:194,0.8067,0.0117,-0.0894,0.812
17:39:01:200,0.8257,0.0134,-0.0907,0.831
17:39:01:204,0.8355,0.0097,-0.0867,0.840
17:39:01:211,0.8487,0.0009,-0.0789,0.852
17:39:01:215,0.8719,-0.0013,-0.0765,0.875
17:39:01:219,0.8988,-0.0015,-0.0738,0.902
17:39:01:228,0.9252,-0.0137,-0.0618,0.927
17:39:01:230,0.9543,-0.0289,-0.0452,0.956
17:39:01:237,0.9834,-0.0414,-0.0244,0.985
17:39:01:243,1.0076,-0.0443,0.0022,1.009
17:39:01:244,1.0186,-0.0421,0.0291,1.020
17:39:01:250,1.0206,-0.0372,0.0443,1.022
17:39:01:253,1.0267,-0.0309,0.0460,1.028
17:39:01:260,1.0401,-0.0238,0.0374,1.041
17:39:01:264,1.0509,-0.0113,0.0157,1.051
17:39:01:269,1.0504,0.0144,-0.0178,1.051
17:39:01:274,1.0394,0.0361,-0.0594,1.042
17:39:01:280,1.0357,0.0334,-0.0977,1.041
17:39:01:285,1.0438,0.0102,-0.1239,1.051
17:39:01:290,1.0531,-0.0221,-0.1334,1.062
17:39:01:294,1.0589,-0.0568,-0.1293,1.068
17:39:01:300,1.0616,-0.0851,-0.1217,1.072
17:39:01:304,1.0599,-0.0991,-0.1090,1.070
17:39:01:310,1.0523,-0.0995,-0.0943,1.061
17:39:01:314,1.0438,-0.0937,-0.0904,1.052
17:39:01:320,1.0257,-0.0810,-0.0811,1.032
17:39:01:328,0.9990,-0.0749,-0.0589,1.004
17:39:01:330,0.9756,-0.0707,-0.0339,0.979
17:39:01:337,0.9634,-0.0656,-0.0269,0.966
17:39:01:347,0.9443,-0.0565,-0.0156,0.946
17:39:01:348,0.9306,-0.0541,-0.0012,0.932
17:39:01:349,0.9152,-0.0514,0.0186,0.917
17:39:01:355,0.8947,-0.0536,0.0431,0.897
17:39:01:360,0.8790,-0.0592,0.0607,0.883
17:39:01:365,0.8714,-0.0614,0.0629,0.876
17:39:01:369,0.8580,-0.0595,0.0560,0.862
17:39:01:374,0.8380,-0.0636,0.0501,0.842
17:39:01:380,0.8206,-0.0692,0.0401,0.824
17:39:01:384,0.8094,-0.0729,0.0196,0.813
17:39:01:390,0.8042,-0.0729,-0.0151,0.808
17:39:01:394,0.7913,-0.0739,-0.0486,0.796
17:39:01:402,0.7553,-0.0829,-0.0731,0.763
17:39:01:405,0.7331,-0.0915,-0.1131,0.747
17:39:01:411,0.7363,-0.0719,-0.1728,0.760
17:39:01:414,0.7336,-0.0445,-0.2156,0.766
17:39:01:421,0.7338,-0.0350,-0.2324,0.771
17:39:01:429,0.7426,-0.0382,-0.2229,0.776
17:39:01:431,0.7519,-0.0450,-0.1906,0.777
17:39:01:437,0.7610,-0.0470,-0.1393,0.775
17:39:01:449,0.7703,-0.0436,-0.0787,0.775
17:39:01:450,0.7822,-0.0411,-0.0149,0.783
17:39:01:451,0.7927,-0.0409,0.0421,0.795
17:39:01:455,0.7954,-0.0433,0.0809,0.801
17:39:01:460,0.7954,-0.0475,0.1044,0.804
17:39:01:465,0.7991,-0.0507,0.1193,0.810
17:39:01:470,0.8052,-0.0526,0.1284,0.817
17:39:01:475,0.7976,-0.0533,0.1301,0.810
17:39:01:480,0.7756,-0.0516,0.1227,0.787
17:39:01:485,0.7602,-0.0453,0.1064,0.769
17:39:01:491,0.7431,-0.0377,0.0795,0.748
17:39:01:495,0.7201,-0.0372,0.0404,0.722
17:39:01:500,0.6959,-0.0433,-0.0058,0.697
17:39:01:505,0.6725,-0.0509,-0.0525,0.676
17:39:01:510,0.6537,-0.0587,-0.0958,0.663
17:39:01:515,0.6471,-0.0653,-0.1266,0.663
17:39:01:521,0.6495,-0.0707,-0.1408,0.668
17:39:01:528,0.6661,-0.0773,-0.1371,0.684
17:39:01:532,0.7101,-0.0709,-0.1183,0.723
17:39:01:535,0.7663,-0.0524,-0.0914,0.774
17:39:01:545,0.8045,-0.0409,-0.0574,0.808
17:39:01:546,0.8216,-0.0436,-0.0117,0.823
17:39:01:550,0.8318,-0.0519,0.0325,0.834
17:39:01:555,0.8450,-0.0560,0.0648,0.849
17:39:01:561,0.8568,-0.0536,0.0841,0.863
17:39:01:566,0.8551,-0.0519,0.0858,0.861
17:39:01:570,0.8443,-0.0548,0.0665,0.849
17:39:01:576,0.8318,-0.0599,0.0286,0.834
17:39:01:581,0.8206,-0.0631,-0.0188,0.823
17:39:01:585,0.8152,-0.0607,-0.0699,0.820
17:39:01:591,0.8279,-0.0570,-0.1293,0.840
17:39:01:595,0.8516,-0.0516,-0.1916,0.874
17:39:01:600,0.8915,-0.0519,-0.2483,0.927
17:39:01:607,0.9421,-0.0648,-0.2977,0.990
17:39:01:610,0.9946,-0.0817,-0.3280,1.051
17:39:01:616,1.0504,-0.0917,-0.3212,1.102
17:39:01:622,1.1068,-0.0859,-0.2825,1.146
17:39:01:627,1.1677,-0.0729,-0.2319,1.193
17:39:01:635,1.2151,-0.0568,-0.1850,1.230
17:39:01:636,1.2413,-0.0326,-0.1442,1.250
17:39:01:644,1.2579,-0.0040,-0.1043,1.262
17:39:01:652,1.2726,0.0241,-0.0594,1.274
17:39:01:652,1.2701,0.0554,-0.0229,1.272
17:39:01:662,1.2584,0.0872,-0.0017,1.261
17:39:01:663,1.2457,0.1160,-0.0005,1.251
17:39:01:666,1.2264,0.1407,-0.0237,1.235
17:39:01:672,1.2049,0.1630,-0.0726,1.218
17:39:01:675,1.1843,0.1813,-0.1361,1.206
17:39:01:682,1.1750,0.1965,-0.1950,1.207
17:39:01:686,1.1736,0.2060,-0.2337,1.214
17:39:01:691,1.1726,0.2070,-0.2515,1.217
17:39:01:696,1.1687,0.2026,-0.2557,1.213
17:39:01:701,1.1655,0.1904,-0.2576,1.209
17:39:01:706,1.1719,0.1691,-0.2564,1.211
17:39:01:711,1.1814,0.1446,-0.2476,1.216
17:39:01:716,1.1917,0.1214,-0.2341,1.220
17:39:01:722,1.2005,0.1033,-0.2197,1.225
17:39:01:727,1.1951,0.0943,-0.2126,1.218
17:39:01:732,1.1767,0.0909,-0.2175,1.200
17:39:01:736,1.1555,0.0914,-0.2280,1.181
17:39:01:744,1.1384,0.1006,-0.2439,1.169
17:39:01:746,1.1371,0.1192,-0.2674,1.174
17:39:01:753,1.1508,0.1473,-0.2835,1.194
17:39:01:762,1.1777,0.1706,-0.2757,1.222
17:39:01:763,1.2188,0.1737,-0.2447,1.255
17:39:01:766,1.2801,0.1693,-0.1992,1.307
17:39:01:772,1.3391,0.1889,-0.1486,1.360
17:39:01:776,1.4014,0.2199,-0.0946,1.422
17:39:01:781,1.4579,0.2652,-0.0391,1.482
17:39:01:787,1.5028,0.3079,0.0022,1.534
17:39:01:791,1.5625,0.3158,0.0411,1.595
17:39:01:796,1.6145,0.3092,0.0685,1.645
17:39:01:803,1.5850,0.2991,0.0646,1.614
17:39:01:807,1.5067,0.2854,0.0198,1.534
17:39:01:811,1.4493,0.2678,-0.0821,1.476
17:39:01:817,1.4508,0.2419,-0.2288,1.488
17:39:01:828,1.4784,0.2128,-0.3845,1.542
17:39:01:830,1.4933,0.1960,-0.5089,1.590
17:39:01:837,1.4857,0.1899,-0.5822,1.607
17:39:01:837,1.4574,0.1566,-0.6047,1.586
17:39:01:848,1.4143,0.1114,-0.5832,1.534
17:39:01:849,1.3618,0.0838,-0.5287,1.463
17:39:01:852,1.2921,0.0791,-0.4551,1.372
17:39:01:858,1.2009,0.0923,-0.3722,1.261
17:39:01:862,1.0954,0.0916,-0.2886,1.136
17:39:01:866,0.9922,0.0769,-0.2134,1.018
17:39:01:871,0.8947,0.0562,-0.1513,0.909
17:39:01:876,0.8101,0.0351,-0.1021,0.817
17:39:01:883,0.7426,0.0170,-0.0625,0.745
17:39:01:887,0.6889,0.0036,-0.0305,0.690
17:39:01:892,0.6453,-0.0069,-0.0071,0.645
17:39:01:897,0.6119,-0.0101,0.0071,0.612
17:39:01:902,0.5855,-0.0045,0.0193,0.586
17:39:01:906,0.5718,0.0095,0.0374,0.573
17:39:01:912,0.5762,0.0258,0.0599,0.580
17:39:01:918,0.5872,0.0337,0.0924,0.595
17:39:01:929,0.6163,0.0390,0.1330,0.632
17:39:01:930,0.6573,0.0302,0.1545,0.676
17:39:01:937,0.6942,0.0151,0.1567,0.712
17:39:01:938,0.7267,0.0170,0.1474,0.742
17:39:01:948,0.7607,0.0327,0.1362,0.774
17:39:01:949,0.7834,0.0432,0.1159,0.793
17:39:01:953,0.8125,0.0486,0.0817,0.818
17:39:01:957,0.8460,0.0574,0.0472,0.849
17:39:01:962,0.8758,0.0664,0.0115,0.878
17:39:01:966,0.8751,0.0686,-0.0295,0.878
17:39:01:973,0.8585,0.0706,-0.0564,0.863
17:39:01:978,0.8526,0.0767,-0.0677,0.859
17:39:01:983,0.8468,0.0784,-0.0799,0.854
17:39:01:987,0.8384,0.0804,-0.0858,0.847
17:39:01:992,0.8384,0.0865,-0.0809,0.847
17:39:01:998,0.8470,0.0931,-0.0721,0.855
17:39:02:003,0.8617,0.0999,-0.0572,0.869
17:39:02:007,0.8822,0.1033,-0.0432,0.889
17:39:02:012,0.9030,0.1058,-0.0349,0.910
17:39:02:017,0.9198,0.1092,-0.0295,0.927
17:39:02:028,0.9335,0.1126,-0.0276,0.941
17:39:02:029,0.9431,0.1151,-0.0315,0.951
17:39:02:038,0.9489,0.1143,-0.0393,0.957
17:39:02:039,0.9550,0.1094,-0.0525,0.963
17:39:02:049,0.9587,0.1019,-0.0753,0.967
17:39:02:050,0.9536,0.0965,-0.1039,0.964
17:39:02:053,0.9399,0.0975,-0.1290,0.954
17:39:02:057,0.9235,0.1028,-0.1498,0.941
17:39:02:065,0.9150,0.1060,-0.1672,0.936
17:39:02:068,0.9164,0.1031,-0.1806,0.940
17:39:02:076,0.9208,0.0940,-0.1904,0.945
17:39:02:077,0.9277,0.0889,-0.1931,0.952
17:39:02:084,0.9382,0.0884,-0.1843,0.960
17:39:02:090,0.9487,0.0894,-0.1647,0.967
17:39:02:094,0.9536,0.0889,-0.1364,0.967
17:39:02:099,0.9553,0.0882,-0.1024,0.965
17:39:02:103,0.9572,0.0877,-0.0691,0.964
17:39:02:109,0.9585,0.0889,-0.0413,0.963
17:39:02:113,0.9575,0.0923,-0.0232,0.962
17:39:02:119,0.9558,0.0992,-0.0141,0.961
17:39:02:130,0.9548,0.1058,-0.0122,0.961
17:39:02:131,0.9555,0.1097,-0.0129,0.962
17:39:02:133,0.9585,0.1102,-0.0149,0.965
17:39:02:138,0.9614,0.1077,-0.0178,0.968
17:39:02:145,0.9626,0.1026,-0.0225,0.968
17:39:02:147,0.9609,0.0972,-0.0264,0.966
17:39:02:154,0.9577,0.0928,-0.0276,0.963
17:39:02:158,0.9553,0.0870,-0.0269,0.960
17:39:02:163,0.9487,0.0799,-0.0244,0.952
17:39:02:168,0.9392,0.0720,-0.0181,0.942
17:39:02:173,0.9277,0.0654,-0.0097,0.930
17:39:02:178,0.9140,0.0613,-0.0024,0.916
17:39:02:183,0.8978,0.0591,0.0030,0.900
17:39:02:189,0.8822,0.0571,0.0025,0.884
17:39:02:193,0.8705,0.0549,-0.0051,0.872
17:39:02:198,0.8595,0.0522,-0.0159,0.861
17:39:02:205,0.8419,0.0527,-0.0264,0.844
17:39:02:208,0.8226,0.0549,-0.0388,0.825
17:39:02:213,0.8023,0.0606,-0.0555,0.806
17:39:02:219,0.7803,0.0740,-0.0635,0.786
17:39:02:225,0.7566,0.0894,-0.0657,0.765
17:39:02:228,0.7402,0.1019,-0.0645,0.750
17:39:02:234,0.7319,0.1077,-0.0616,0.742
17:39:02:238,0.7282,0.1116,-0.0518,0.739
17:39:02:247,0.7309,0.1129,-0.0383,0.741
17:39:02:249,0.7333,0.1153,-0.0256,0.743
17:39:02:253,0.7385,0.1197,-0.0110,0.748
17:39:02:266,0.7402,0.1180,-0.0075,0.750
17:39:02:267,0.7412,0.1119,-0.0093,0.750
17:39:02:269,0.7421,0.1063,-0.0112,0.750
17:39:02:273,0.7409,0.1024,-0.0139,0.748
17:39:02:278,0.7363,0.0977,-0.0212,0.743
17:39:02:285,0.7309,0.0923,-0.0295,0.737
17:39:02:290,0.7263,0.0892,-0.0403,0.733
17:39:02:293,0.7187,0.0884,-0.0545,0.726
17:39:02:298,0.7106,0.0899,-0.0665,0.719
17:39:02:306,0.7006,0.0911,-0.0738,0.710
17:39:02:309,0.6947,0.0906,-0.0772,0.705
17:39:02:314,0.6945,0.0887,-0.0760,0.704
17:39:02:318,0.6957,0.0860,-0.0696,0.704
17:39:02:325,0.6969,0.0845,-0.0559,0.704
17:39:02:329,0.7025,0.0845,-0.0337,0.708
17:39:02:334,0.7167,0.0840,-0.0044,0.722
17:39:02:344,0.7426,0.0818,0.0250,0.748
17:39:02:345,0.7705,0.0764,0.0536,0.776
17:39:02:351,0.7932,0.0684,0.0861,0.801
17:39:02:354,0.8111,0.0635,0.1203,0.822
17:39:02:359,0.8164,0.0606,0.1455,0.832
17:39:02:365,0.8162,0.0557,0.1611,0.834
17:39:02:369,0.8150,0.0503,0.1616,0.832
17:39:02:373,0.8157,0.0469,0.1413,0.829
17:39:02:378,0.8130,0.0474,0.0998,0.820
17:39:02:384,0.8108,0.0525,0.0453,0.814
17:39:02:389,0.8047,0.0623,-0.0102,0.807
17:39:02:393,0.8015,0.0657,-0.0633,0.807
17:39:02:399,0.8128,0.0569,-0.1139,0.823
17:39:02:405,0.8512,0.0403,-0.1530,0.866
17:39:02:410,0.9018,0.0271,-0.1765,0.919
17:39:02:414,0.9521,0.0222,-0.1916,0.971
17:39:02:419,1.0003,0.0205,-0.1977,1.020
17:39:02:427,1.0474,0.0119,-0.2024,1.067
17:39:02:429,1.0956,0.0026,-0.2068,1.115
17:39:02:437,1.1506,-0.0098,-0.2102,1.170
17:39:02:445,1.2176,-0.0399,-0.2051,1.235
17:39:02:446,1.2745,-0.0739,-0.1955,1.292
17:39:02:449,1.3146,-0.0927,-0.1916,1.332
17:39:02:454,1.3461,-0.1039,-0.2036,1.365
17:39:02:460,1.3699,-0.1159,-0.2293,1.394
17:39:02:465,1.3747,-0.1325,-0.2615,1.406
17:39:02:470,1.3549,-0.1470,-0.2798,1.391
17:39:02:474,1.3136,-0.1411,-0.2786,1.350
17:39:02:479,1.2596,-0.1039,-0.2630,1.291
17:39:02:485,1.2141,-0.0685,-0.2332,1.238
17:39:02:490,1.1978,-0.0541,-0.1884,1.214
17:39:02:494,1.1970,-0.0607,-0.1452,1.207
17:39:02:499,1.2190,-0.0683,-0.0968,1.225
