time,gFx,gFy,gFz,TgF
16:44:06:320,0.9707,0.0388,0.0619,0.973
16:44:06:321,0.9758,0.0349,0.0616,0.978
16:44:06:326,0.9797,0.0329,0.0663,0.983
16:44:06:330,0.9819,0.0346,0.0734,0.985
16:44:06:336,0.9836,0.0383,0.0783,0.987
16:44:06:340,0.9844,0.0420,0.0814,0.989
16:44:06:346,0.9858,0.0430,0.0849,0.990
16:44:06:350,0.9878,0.0412,0.0866,0.992
16:44:06:355,0.9873,0.0390,0.0856,0.992
16:44:06:360,0.9844,0.0388,0.0841,0.989
16:44:06:365,0.9846,0.0410,0.0844,0.989
16:44:06:370,0.9861,0.0427,0.0878,0.991
16:44:06:376,0.9836,0.0437,0.0917,0.989
16:44:06:380,0.9802,0.0447,0.0951,0.986
16:44:06:385,0.9761,0.0456,0.0980,0.982
16:44:06:390,0.9734,0.0483,0.1002,0.980
16:44:06:396,0.9700,0.0508,0.0998,0.976
16:44:06:400,0.9707,0.0515,0.0978,0.977
16:44:06:405,0.9763,0.0493,0.0971,0.982
16:44:06:418,0.9778,0.0466,0.0944,0.983
16:44:06:419,0.9788,0.0474,0.0895,0.984
16:44:06:420,0.9770,0.0505,0.0836,0.982
16:44:06:425,0.9763,0.0520,0.0775,0.981
16:44:06:432,0.9780,0.0503,0.0712,0.982
16:44:06:436,0.9800,0.0478,0.0653,0.983
16:44:06:440,0.9824,0.0452,0.0616,0.985
16:44:06:445,0.9829,0.0444,0.0611,0.986
16:44:06:450,0.9812,0.0444,0.0643,0.984
16:44:06:455,0.9790,0.0447,0.0690,0.982
16:44:06:460,0.9773,0.0469,0.0748,0.981
16:44:06:466,0.9770,0.0486,0.0814,0.982
16:44:06:470,0.9775,0.0491,0.0846,0.982
16:44:06:477,0.9775,0.0493,0.0868,0.983
16:44:06:482,0.9770,0.0496,0.0890,0.982
16:44:06:487,0.9788,0.0500,0.0890,0.984
16:44:06:490,0.9780,0.0505,0.0880,0.983
16:44:06:497,0.9761,0.0510,0.0853,0.981
16:44:06:501,0.9756,0.0488,0.0809,0.980
16:44:06:505,0.9795,0.0471,0.0778,0.984
16:44:06:519,0.9817,0.0452,0.0717,0.985
16:44:06:521,0.9832,0.0432,0.0660,0.986
16:44:06:521,0.9861,0.0420,0.0616,0.989
16:44:06:526,0.9824,0.0425,0.0585,0.985
16:44:06:531,0.9810,0.0442,0.0582,0.984
16:44:06:536,0.9817,0.0449,0.0587,0.984
16:44:06:541,0.9792,0.0439,0.0609,0.982
16:44:06:546,0.9790,0.0437,0.0631,0.982
16:44:06:550,0.9822,0.0430,0.0670,0.985
16:44:06:556,0.9854,0.0412,0.0729,0.989
16:44:06:560,0.9883,0.0403,0.0783,0.992
16:44:06:566,0.9880,0.0393,0.0778,0.992
16:44:06:571,0.9915,0.0386,0.0739,0.995
16:44:06:576,0.9946,0.0376,0.0687,0.998
16:44:06:581,0.9946,0.0373,0.0641,0.997
16:44:06:586,0.9895,0.0400,0.0592,0.992
16:44:06:591,0.9824,0.0442,0.0558,0.985
16:44:06:598,0.9748,0.0488,0.0543,0.978
16:44:06:603,0.9656,0.0535,0.0543,0.969
16:44:06:606,0.9621,0.0535,0.0526,0.965
16:44:06:618,0.9670,0.0476,0.0511,0.970
16:44:06:618,0.9761,0.0400,0.0536,0.978
16:44:06:621,0.9797,0.0361,0.0555,0.982
16:44:06:626,0.9790,0.0364,0.0553,0.981
16:44:06:632,0.9822,0.0359,0.0533,0.984
16:44:06:637,0.9878,0.0342,0.0511,0.990
16:44:06:641,0.9910,0.0329,0.0457,0.993
16:44:06:646,0.9983,0.0302,0.0413,1.000
16:44:06:651,1.0039,0.0288,0.0379,1.005
16:44:06:657,1.0022,0.0285,0.0325,1.003
16:44:06:661,0.9990,0.0312,0.0284,1.000
16:44:06:666,0.9968,0.0351,0.0311,0.998
16:44:06:671,0.9959,0.0381,0.0384,0.997
16:44:06:677,0.9946,0.0395,0.0462,0.997
16:44:06:681,0.9917,0.0403,0.0516,0.994
16:44:06:686,0.9920,0.0410,0.0536,0.994
16:44:06:691,0.9964,0.0408,0.0509,0.998
16:44:06:697,0.9978,0.0410,0.0448,1.000
16:44:06:701,0.9956,0.0408,0.0387,0.997
16:44:06:706,0.9946,0.0395,0.0350,0.996
16:44:06:719,0.9966,0.0351,0.0352,0.998
16:44:06:720,0.9951,0.0324,0.0365,0.996
16:44:06:721,0.9927,0.0322,0.0355,0.994
16:44:06:726,0.9905,0.0339,0.0345,0.992
16:44:06:732,0.9863,0.0361,0.0372,0.988
16:44:06:737,0.9792,0.0383,0.0426,0.981
16:44:06:743,0.9746,0.0400,0.0504,0.977
16:44:06:747,0.9739,0.0408,0.0575,0.976
16:44:06:751,0.9761,0.0408,0.0624,0.979
16:44:06:757,0.9792,0.0417,0.0660,0.982
16:44:06:761,0.9817,0.0400,0.0668,0.985
16:44:06:767,0.9836,0.0393,0.0638,0.986
16:44:06:771,0.9841,0.0386,0.0577,0.987
16:44:06:778,0.9839,0.0368,0.0504,0.986
16:44:06:781,0.9829,0.0366,0.0416,0.984
16:44:06:786,0.9805,0.0388,0.0335,0.982
16:44:06:793,0.9748,0.0405,0.0274,0.976
16:44:06:797,0.9729,0.0403,0.0269,0.974
16:44:06:802,0.9768,0.0371,0.0306,0.978
16:44:06:806,0.9795,0.0359,0.0347,0.981
16:44:06:812,0.9792,0.0356,0.0372,0.981
16:44:06:818,0.9790,0.0368,0.0369,0.980
16:44:06:822,0.9795,0.0373,0.0360,0.981
16:44:06:835,0.9795,0.0376,0.0367,0.981
16:44:06:836,0.9802,0.0371,0.0377,0.982
16:44:06:837,0.9829,0.0366,0.0362,0.984
16:44:06:843,0.9863,0.0359,0.0325,0.988
16:44:06:847,0.9876,0.0364,0.0286,0.989
16:44:06:852,0.9876,0.0356,0.0269,0.989
16:44:06:857,0.9885,0.0361,0.0274,0.990
16:44:06:862,0.9880,0.0376,0.0291,0.989
16:44:06:867,0.9851,0.0395,0.0311,0.986
16:44:06:872,0.9861,0.0408,0.0335,0.987
16:44:06:878,0.9866,0.0417,0.0330,0.988
16:44:06:882,0.9849,0.0432,0.0294,0.986
16:44:06:887,0.9878,0.0422,0.0289,0.989
16:44:06:893,0.9898,0.0425,0.0279,0.991
16:44:06:898,0.9871,0.0447,0.0237,0.988
16:44:06:902,0.9800,0.0471,0.0189,0.981
16:44:06:909,0.9746,0.0498,0.0154,0.976
16:44:06:913,0.9739,0.0500,0.0130,0.975
16:44:06:917,0.9741,0.0486,0.0140,0.975
16:44:06:922,0.9726,0.0476,0.0164,0.974
16:44:06:930,0.9712,0.0478,0.0181,0.973
16:44:06:935,0.9707,0.0488,0.0198,0.972
16:44:06:938,0.9726,0.0481,0.0223,0.974
16:44:06:943,0.9795,0.0459,0.0259,0.981
16:44:06:947,0.9819,0.0434,0.0264,0.983
16:44:06:952,0.9866,0.0427,0.0235,0.988
16:44:06:958,0.9915,0.0420,0.0167,0.992
16:44:06:962,0.9927,0.0405,0.0088,0.994
16:44:06:967,0.9922,0.0395,0.0035,0.993
16:44:06:972,0.9922,0.0388,0.0003,0.993
16:44:06:978,0.9907,0.0371,-0.0007,0.991
16:44:06:982,0.9885,0.0366,0.0010,0.989
16:44:06:988,0.9878,0.0356,0.0066,0.988
16:44:06:992,0.9880,0.0351,0.0145,0.989
16:44:06:998,0.9871,0.0354,0.0211,0.988
16:44:07:002,0.9849,0.0351,0.0247,0.986
16:44:07:009,0.9844,0.0351,0.0272,0.985
16:44:07:014,0.9863,0.0349,0.0294,0.987
16:44:07:018,0.9888,0.0342,0.0308,0.990
16:44:07:022,0.9912,0.0329,0.0284,0.992
16:44:07:031,0.9924,0.0305,0.0220,0.993
16:44:07:034,0.9934,0.0285,0.0171,0.994
16:44:07:038,0.9939,0.0268,0.0147,0.994
16:44:07:042,0.9944,0.0271,0.0154,0.995
16:44:07:048,0.9937,0.0290,0.0201,0.994
16:44:07:053,0.9902,0.0310,0.0269,0.991
16:44:07:059,0.9854,0.0332,0.0318,0.986
16:44:07:063,0.9812,0.0332,0.0345,0.982
16:44:07:068,0.9795,0.0315,0.0330,0.981
16:44:07:073,0.9790,0.0315,0.0316,0.980
16:44:07:079,0.9785,0.0310,0.0313,0.980
16:44:07:083,0.9792,0.0310,0.0318,0.980
16:44:07:088,0.9814,0.0320,0.0313,0.982
16:44:07:094,0.9839,0.0334,0.0306,0.985
16:44:07:099,0.9856,0.0337,0.0301,0.987
16:44:07:103,0.9863,0.0334,0.0274,0.987
16:44:07:110,0.9841,0.0332,0.0252,0.985
16:44:07:115,0.9824,0.0334,0.0274,0.983
16:44:07:119,0.9790,0.0361,0.0299,0.980
16:44:07:123,0.9773,0.0373,0.0316,0.979
16:44:07:130,0.9775,0.0359,0.0325,0.979
16:44:07:135,0.9775,0.0329,0.0333,0.979
16:44:07:138,0.9766,0.0307,0.0328,0.978
16:44:07:143,0.9751,0.0310,0.0308,0.976
16:44:07:148,0.9722,0.0324,0.0301,0.973
16:44:07:153,0.9709,0.0332,0.0286,0.972
16:44:07:160,0.9697,0.0332,0.0279,0.971
16:44:07:163,0.9680,0.0337,0.0277,0.969
16:44:07:168,0.9712,0.0329,0.0267,0.972
16:44:07:173,0.9756,0.0320,0.0242,0.976
16:44:07:179,0.9775,0.0310,0.0240,0.978
16:44:07:183,0.9783,0.0298,0.0272,0.979
16:44:07:188,0.9802,0.0293,0.0303,0.981
16:44:07:193,0.9807,0.0290,0.0306,0.982
16:44:07:200,0.9807,0.0285,0.0308,0.982
16:44:07:204,0.9839,0.0278,0.0269,0.985
16:44:07:209,0.9873,0.0263,0.0213,0.988
16:44:07:216,0.9893,0.0268,0.0154,0.990
16:44:07:219,0.9905,0.0268,0.0110,0.991
16:44:07:223,0.9927,0.0263,0.0049,0.993
16:44:07:228,0.9937,0.0246,0.0020,0.994
16:44:07:233,0.9946,0.0234,0.0047,0.995
16:44:07:239,0.9956,0.0254,0.0103,0.996
16:44:07:243,0.9951,0.0276,0.0193,0.996
16:44:07:249,0.9946,0.0300,0.0303,0.996
16:44:07:253,0.9946,0.0315,0.0374,0.996
16:44:07:259,0.9932,0.0339,0.0384,0.994
16:44:07:264,0.9900,0.0371,0.0379,0.991
16:44:07:269,0.9844,0.0405,0.0367,0.986
16:44:07:273,0.9785,0.0417,0.0355,0.980
16:44:07:280,0.9770,0.0403,0.0350,0.978
16:44:07:284,0.9768,0.0390,0.0374,0.978
16:44:07:288,0.9761,0.0393,0.0367,0.978
16:44:07:294,0.9748,0.0412,0.0311,0.976
16:44:07:300,0.9739,0.0425,0.0250,0.975
16:44:07:304,0.9726,0.0412,0.0220,0.974
16:44:07:310,0.9741,0.0373,0.0189,0.975
16:44:07:315,0.9768,0.0342,0.0162,0.978
16:44:07:320,0.9819,0.0324,0.0164,0.983
16:44:07:325,0.9866,0.0312,0.0206,0.987
16:44:07:332,0.9885,0.0307,0.0286,0.989
16:44:07:336,0.9876,0.0307,0.0360,0.989
16:44:07:339,0.9898,0.0320,0.0418,0.991
16:44:07:344,0.9946,0.0337,0.0453,0.996
16:44:07:349,0.9959,0.0337,0.0460,0.997
16:44:07:354,0.9961,0.0339,0.0457,0.998
16:44:07:359,0.9971,0.0339,0.0418,0.999
16:44:07:364,0.9966,0.0337,0.0360,0.998
16:44:07:369,0.9929,0.0337,0.0321,0.994
16:44:07:375,0.9915,0.0322,0.0306,0.992
16:44:07:381,0.9924,0.0295,0.0277,0.993
16:44:07:384,0.9900,0.0293,0.0257,0.991
16:44:07:389,0.9878,0.0298,0.0267,0.989
16:44:07:394,0.9858,0.0298,0.0296,0.987
16:44:07:400,0.9839,0.0295,0.0294,0.985
16:44:07:404,0.9832,0.0290,0.0289,0.984
16:44:07:419,0.9834,0.0293,0.0296,0.984
16:44:07:421,0.9846,0.0285,0.0311,0.986
16:44:07:422,0.9849,0.0276,0.0330,0.986
16:44:07:442,0.9849,0.0288,0.0347,0.986
16:44:07:444,0.9846,0.0315,0.0352,0.986
16:44:07:445,0.9858,0.0327,0.0367,0.987
16:44:07:447,0.9878,0.0324,0.0357,0.989
16:44:07:448,0.9878,0.0332,0.0323,0.989
16:44:07:450,0.9866,0.0322,0.0294,0.988
16:44:07:454,0.9861,0.0305,0.0277,0.987
16:44:07:460,0.9856,0.0288,0.0281,0.986
16:44:07:464,0.9858,0.0278,0.0313,0.987
16:44:07:469,0.9863,0.0273,0.0313,0.987
16:44:07:474,0.9839,0.0271,0.0291,0.985
16:44:07:480,0.9819,0.0283,0.0286,0.983
16:44:07:485,0.9832,0.0302,0.0289,0.984
16:44:07:489,0.9858,0.0317,0.0299,0.987
16:44:07:495,0.9888,0.0334,0.0308,0.990
16:44:07:501,0.9946,0.0334,0.0308,0.996
16:44:07:505,0.9988,0.0324,0.0284,1.000
16:44:07:520,1.0010,0.0305,0.0233,1.002
16:44:07:521,1.0039,0.0305,0.0145,1.004
16:44:07:523,1.0042,0.0324,0.0061,1.005
16:44:07:541,0.9990,0.0327,0.0052,1.000
16:44:07:543,0.9942,0.0322,0.0140,0.995
16:44:07:544,0.9944,0.0334,0.0267,0.995
16:44:07:545,0.9924,0.0339,0.0394,0.994
16:44:07:545,0.9871,0.0366,0.0482,0.989
16:44:07:550,0.9807,0.0388,0.0523,0.983
16:44:07:555,0.9729,0.0430,0.0553,0.975
16:44:07:562,0.9660,0.0466,0.0582,0.969
16:44:07:565,0.9612,0.0476,0.0580,0.964
16:44:07:570,0.9582,0.0483,0.0533,0.961
16:44:07:578,0.9550,0.0493,0.0472,0.957
16:44:07:581,0.9541,0.0493,0.0409,0.956
16:44:07:585,0.9580,0.0481,0.0362,0.960
16:44:07:590,0.9619,0.0449,0.0311,0.963
16:44:07:595,0.9629,0.0427,0.0233,0.964
16:44:07:601,0.9624,0.0417,0.0171,0.963
16:44:07:606,0.9631,0.0400,0.0145,0.964
16:44:07:619,0.9682,0.0381,0.0164,0.969
16:44:07:621,0.9736,0.0364,0.0174,0.974
16:44:07:623,0.9766,0.0349,0.0135,0.977
16:44:07:640,0.9783,0.0356,0.0057,0.979
16:44:07:642,0.9797,0.0349,0.0010,0.980
16:44:07:643,0.9807,0.0324,0.0015,0.981
16:44:07:643,0.9805,0.0322,0.0076,0.981
16:44:07:645,0.9824,0.0324,0.0142,0.983
16:44:07:650,0.9846,0.0312,0.0203,0.985
16:44:07:655,0.9854,0.0295,0.0245,0.986
16:44:07:661,0.9873,0.0290,0.0274,0.988
16:44:07:665,0.9912,0.0268,0.0323,0.992
16:44:07:670,0.9932,0.0258,0.0367,0.994
16:44:07:677,0.9937,0.0258,0.0396,0.995
16:44:07:681,0.9907,0.0266,0.0396,0.992
16:44:07:685,0.9895,0.0276,0.0350,0.991
16:44:07:690,0.9902,0.0290,0.0269,0.991
16:44:07:696,0.9917,0.0293,0.0186,0.992
16:44:07:701,0.9910,0.0295,0.0147,0.992
16:44:07:705,0.9905,0.0298,0.0154,0.991
16:44:07:716,0.9890,0.0315,0.0162,0.990
16:44:07:718,0.9873,0.0344,0.0186,0.988
16:44:07:721,0.9863,0.0349,0.0215,0.987
16:44:07:733,0.9900,0.0332,0.0252,0.991
16:44:07:735,0.9917,0.0324,0.0303,0.993
16:44:07:736,0.9905,0.0317,0.0311,0.991
16:44:07:745,0.9883,0.0305,0.0281,0.989
16:44:07:746,0.9863,0.0307,0.0259,0.987
16:44:07:751,0.9849,0.0312,0.0247,0.986
16:44:07:756,0.9841,0.0320,0.0189,0.985
16:44:07:762,0.9832,0.0317,0.0149,0.984
16:44:07:766,0.9841,0.0295,0.0157,0.985
16:44:07:771,0.9849,0.0268,0.0215,0.985
16:44:07:777,0.9846,0.0241,0.0303,0.985
16:44:07:781,0.9827,0.0256,0.0401,0.984
16:44:07:785,0.9814,0.0278,0.0440,0.983
16:44:07:791,0.9829,0.0280,0.0457,0.984
16:44:07:796,0.9841,0.0258,0.0460,0.986
16:44:07:802,0.9824,0.0239,0.0448,0.984
16:44:07:806,0.9817,0.0236,0.0418,0.983
16:44:07:819,0.9844,0.0224,0.0384,0.985
16:44:07:821,0.9883,0.0195,0.0333,0.989
16:44:07:827,0.9895,0.0183,0.0291,0.990
16:44:07:828,0.9890,0.0195,0.0250,0.990
16:44:07:832,0.9888,0.0207,0.0213,0.989
16:44:07:845,0.9922,0.0205,0.0220,0.993
16:44:07:846,0.9932,0.0210,0.0235,0.994
16:44:07:847,0.9912,0.0205,0.0228,0.992
16:44:07:851,0.9893,0.0214,0.0198,0.990
16:44:07:856,0.9863,0.0214,0.0176,0.987
16:44:07:862,0.9836,0.0210,0.0203,0.984
16:44:07:866,0.9790,0.0217,0.0230,0.980
16:44:07:871,0.9746,0.0236,0.0223,0.975
16:44:07:876,0.9748,0.0244,0.0196,0.975
16:44:07:882,0.9778,0.0241,0.0162,0.978
16:44:07:886,0.9778,0.0246,0.0135,0.978
16:44:07:893,0.9751,0.0254,0.0123,0.975
16:44:07:896,0.9768,0.0251,0.0145,0.977
16:44:07:902,0.9812,0.0246,0.0211,0.982
16:44:07:906,0.9866,0.0239,0.0279,0.987
16:44:07:913,0.9917,0.0236,0.0321,0.993
16:44:07:916,0.9939,0.0241,0.0345,0.995
16:44:07:922,0.9929,0.0263,0.0333,0.994
16:44:07:926,0.9934,0.0280,0.0286,0.994
16:44:07:931,0.9929,0.0290,0.0225,0.994
16:44:07:936,0.9924,0.0290,0.0149,0.993
16:44:07:942,0.9912,0.0305,0.0110,0.992
16:44:07:946,0.9890,0.0312,0.0113,0.990
16:44:07:952,0.9880,0.0298,0.0145,0.989
16:44:07:956,0.9907,0.0278,0.0198,0.991
16:44:07:962,0.9920,0.0254,0.0259,0.993
16:44:07:967,0.9883,0.0251,0.0299,0.989
16:44:07:972,0.9841,0.0254,0.0328,0.985
16:44:07:977,0.9846,0.0244,0.0338,0.986
16:44:07:983,0.9863,0.0224,0.0333,0.987
16:44:07:987,0.9851,0.0229,0.0311,0.986
16:44:07:993,0.9824,0.0249,0.0279,0.983
16:44:07:997,0.9807,0.0276,0.0250,0.981
16:44:08:002,0.9795,0.0295,0.0267,0.980
16:44:08:006,0.9805,0.0288,0.0325,0.981
16:44:08:012,0.9819,0.0266,0.0404,0.983
16:44:08:017,0.9819,0.0249,0.0450,0.983
16:44:08:022,0.9829,0.0251,0.0457,0.984
16:44:08:030,0.9846,0.0244,0.0448,0.986
16:44:08:035,0.9861,0.0227,0.0428,0.987
16:44:08:037,0.9878,0.0202,0.0396,0.989
16:44:08:042,0.9871,0.0202,0.0338,0.988
16:44:08:047,0.9846,0.0224,0.0257,0.985
16:44:08:052,0.9827,0.0249,0.0174,0.983
16:44:08:057,0.9819,0.0261,0.0103,0.982
16:44:08:063,0.9846,0.0251,0.0064,0.985
16:44:08:067,0.9871,0.0232,0.0052,0.987
16:44:08:072,0.9866,0.0219,0.0093,0.987
16:44:08:077,0.9863,0.0217,0.0157,0.987
16:44:08:082,0.9868,0.0224,0.0237,0.987
16:44:08:087,0.9863,0.0236,0.0311,0.987
16:44:08:092,0.9844,0.0244,0.0362,0.985
16:44:08:097,0.9812,0.0256,0.0399,0.982
16:44:08:103,0.9778,0.0266,0.0413,0.979
16:44:08:108,0.9770,0.0266,0.0404,0.978
16:44:08:113,0.9766,0.0266,0.0387,0.978
16:44:08:117,0.9758,0.0273,0.0355,0.977
16:44:08:124,0.9758,0.0283,0.0313,0.977
16:44:08:132,0.9770,0.0288,0.0264,0.978
16:44:08:134,0.9792,0.0283,0.0225,0.980
16:44:08:137,0.9812,0.0285,0.0208,0.982
16:44:08:143,0.9797,0.0310,0.0228,0.980
16:44:08:147,0.9773,0.0332,0.0279,0.978
16:44:08:152,0.9763,0.0334,0.0323,0.977
16:44:08:157,0.9770,0.0327,0.0362,0.978
16:44:08:164,0.9770,0.0312,0.0401,0.978
16:44:08:167,0.9758,0.0300,0.0433,0.977
16:44:08:173,0.9751,0.0278,0.0450,0.977
16:44:08:178,0.9763,0.0266,0.0428,0.978
16:44:08:183,0.9766,0.0266,0.0377,0.978
16:44:08:188,0.9768,0.0276,0.0340,0.978
16:44:08:193,0.9783,0.0266,0.0294,0.979
16:44:08:198,0.9814,0.0239,0.0237,0.982
16:44:08:203,0.9856,0.0217,0.0167,0.986
16:44:08:207,0.9876,0.0217,0.0103,0.988
16:44:08:214,0.9880,0.0227,0.0049,0.988
16:44:08:218,0.9898,0.0236,0.0025,0.990
16:44:08:223,0.9902,0.0251,0.0042,0.991
16:44:08:230,0.9905,0.0268,0.0086,0.991
16:44:08:234,0.9893,0.0285,0.0145,0.990
16:44:08:237,0.9900,0.0283,0.0206,0.991
16:44:08:243,0.9924,0.0278,0.0262,0.993
16:44:08:248,0.9929,0.0276,0.0311,0.994
16:44:08:253,0.9915,0.0280,0.0352,0.992
16:44:08:258,0.9876,0.0300,0.0360,0.989
16:44:08:264,0.9858,0.0312,0.0355,0.987
16:44:08:268,0.9876,0.0305,0.0340,0.989
16:44:08:273,0.9880,0.0280,0.0303,0.989
16:44:08:278,0.9871,0.0261,0.0250,0.988
16:44:08:283,0.9868,0.0244,0.0203,0.987
16:44:08:288,0.9873,0.0229,0.0169,0.988
16:44:08:295,0.9856,0.0234,0.0140,0.986
16:44:08:298,0.9822,0.0258,0.0120,0.983
16:44:08:304,0.9790,0.0288,0.0140,0.980
16:44:08:313,0.9778,0.0305,0.0189,0.978
16:44:08:314,0.9775,0.0302,0.0245,0.978
16:44:08:318,0.9790,0.0293,0.0284,0.980
16:44:08:323,0.9795,0.0298,0.0303,0.980
16:44:08:328,0.9773,0.0310,0.0313,0.978
16:44:08:334,0.9775,0.0332,0.0328,0.979
16:44:08:338,0.9802,0.0334,0.0333,0.981
16:44:08:344,0.9824,0.0320,0.0303,0.983
16:44:08:348,0.9824,0.0307,0.0267,0.983
16:44:08:353,0.9814,0.0305,0.0233,0.982
16:44:08:359,0.9807,0.0315,0.0206,0.981
16:44:08:364,0.9802,0.0320,0.0181,0.981
16:44:08:369,0.9812,0.0300,0.0179,0.982
16:44:08:374,0.9827,0.0298,0.0176,0.983
16:44:08:378,0.9827,0.0302,0.0164,0.983
16:44:08:384,0.9817,0.0329,0.0149,0.982
16:44:08:389,0.9819,0.0332,0.0171,0.983
16:44:08:395,0.9824,0.0324,0.0211,0.983
16:44:08:399,0.9819,0.0320,0.0250,0.983
16:44:08:404,0.9827,0.0307,0.0277,0.984
16:44:08:409,0.9844,0.0300,0.0262,0.985
16:44:08:414,0.9844,0.0312,0.0230,0.985
16:44:08:419,0.9846,0.0324,0.0196,0.985
16:44:08:425,0.9858,0.0315,0.0171,0.986
16:44:08:432,0.9880,0.0307,0.0145,0.989
16:44:08:436,0.9888,0.0315,0.0130,0.989
16:44:08:438,0.9868,0.0315,0.0123,0.987
16:44:08:444,0.9836,0.0317,0.0123,0.984
16:44:08:449,0.9805,0.0322,0.0120,0.981
16:44:08:455,0.9800,0.0329,0.0130,0.981
16:44:08:459,0.9819,0.0320,0.0145,0.983
16:44:08:464,0.9834,0.0310,0.0167,0.984
16:44:08:469,0.9841,0.0305,0.0186,0.985
16:44:08:474,0.9817,0.0315,0.0223,0.982
16:44:08:479,0.9780,0.0342,0.0252,0.979
16:44:08:485,0.9770,0.0364,0.0264,0.978
16:44:08:489,0.9783,0.0354,0.0240,0.979
16:44:08:495,0.9814,0.0337,0.0211,0.982
16:44:08:499,0.9844,0.0317,0.0186,0.985
16:44:08:505,0.9849,0.0317,0.0169,0.986
16:44:08:514,0.9849,0.0312,0.0157,0.985
16:44:08:515,0.9846,0.0317,0.0164,0.985
16:44:08:519,0.9844,0.0320,0.0174,0.985
16:44:08:527,0.9834,0.0322,0.0169,0.984
16:44:08:529,0.9824,0.0332,0.0162,0.983
16:44:08:534,0.9824,0.0322,0.0130,0.983
16:44:08:539,0.9829,0.0315,0.0120,0.983
16:44:08:545,0.9824,0.0315,0.0135,0.983
16:44:08:549,0.9800,0.0329,0.0149,0.981
16:44:08:555,0.9805,0.0337,0.0164,0.981
16:44:08:560,0.9832,0.0320,0.0167,0.984
16:44:08:565,0.9883,0.0307,0.0142,0.989
16:44:08:569,0.9910,0.0295,0.0118,0.991
16:44:08:577,0.9905,0.0293,0.0103,0.991
16:44:08:579,0.9907,0.0293,0.0108,0.991
16:44:08:585,0.9915,0.0302,0.0113,0.992
16:44:08:589,0.9900,0.0305,0.0132,0.991
