time,gFx,gFy,gFz,TgF
16:11:53:571,1.0017,-0.0304,-0.0303,1.003
16:11:53:577,1.0022,-0.0274,-0.0291,1.003
16:11:53:582,1.0020,-0.0240,-0.0278,1.003
16:11:53:588,0.9929,-0.0225,-0.0269,0.994
16:11:53:592,0.9814,-0.0218,-0.0295,0.982
16:11:53:597,0.9751,-0.0230,-0.0298,0.976
16:11:53:602,0.9773,-0.0265,-0.0269,0.978
16:11:53:608,0.9773,-0.0306,-0.0259,0.978
16:11:53:612,0.9734,-0.0316,-0.0283,0.974
16:11:53:617,0.9704,-0.0301,-0.0313,0.971
16:11:53:622,0.9707,-0.0306,-0.0320,0.972
16:11:53:628,0.9734,-0.0343,-0.0313,0.974
16:11:53:632,0.9753,-0.0401,-0.0239,0.976
16:11:53:637,0.9775,-0.0438,-0.0117,0.979
16:11:53:642,0.9805,-0.0438,0.0013,0.981
16:11:53:648,0.9788,-0.0404,0.0115,0.980
16:11:53:652,0.9675,-0.0350,0.0176,0.968
16:11:53:657,0.9624,-0.0306,0.0225,0.963
16:11:53:662,0.9810,-0.0350,0.0245,0.982
16:11:53:668,0.9993,-0.0445,0.0223,1.001
16:11:53:672,1.0003,-0.0536,0.0137,1.002
16:11:53:684,0.9959,-0.0590,-0.0022,0.998
16:11:53:686,0.9981,-0.0607,-0.0212,1.000
16:11:53:688,1.0037,-0.0590,-0.0347,1.006
16:11:53:692,1.0052,-0.0546,-0.0423,1.008
16:11:53:698,1.0000,-0.0511,-0.0415,1.002
16:11:53:702,0.9934,-0.0489,-0.0354,0.995
16:11:53:708,0.9888,-0.0460,-0.0264,0.990
16:11:53:712,0.9834,-0.0423,-0.0151,0.984
16:11:53:717,0.9736,-0.0360,-0.0053,0.974
16:11:53:722,0.9626,-0.0282,0.0015,0.963
16:11:53:728,0.9577,-0.0245,0.0064,0.958
16:11:53:732,0.9528,-0.0238,0.0105,0.953
16:11:53:737,0.9426,-0.0196,0.0101,0.943
16:11:53:743,0.9440,-0.0201,0.0086,0.944
16:11:53:749,0.9597,-0.0252,0.0074,0.960
16:11:53:754,0.9687,-0.0294,0.0057,0.969
16:11:53:769,0.9687,-0.0323,-0.0005,0.969
16:11:53:770,0.9678,-0.0331,-0.0093,0.968
16:11:53:771,0.9685,-0.0333,-0.0146,0.969
16:11:53:772,0.9704,-0.0323,-0.0137,0.971
16:11:53:778,0.9729,-0.0304,-0.0080,0.973
16:11:53:784,0.9756,-0.0304,-0.0063,0.976
16:11:53:788,0.9795,-0.0313,-0.0115,0.980
16:11:53:792,0.9836,-0.0335,-0.0171,0.984
16:11:53:798,0.9898,-0.0375,-0.0207,0.991
16:11:53:802,0.9937,-0.0401,-0.0222,0.995
16:11:53:808,0.9932,-0.0401,-0.0217,0.994
16:11:53:813,0.9910,-0.0377,-0.0244,0.992
16:11:53:818,0.9888,-0.0335,-0.0313,0.990
16:11:53:822,0.9858,-0.0316,-0.0408,0.987
16:11:53:828,0.9790,-0.0294,-0.0501,0.981
16:11:53:833,0.9717,-0.0282,-0.0542,0.974
16:11:53:838,0.9675,-0.0255,-0.0569,0.970
16:11:53:844,0.9609,-0.0177,-0.0596,0.963
16:11:53:849,0.9548,-0.0113,-0.0581,0.957
16:11:53:853,0.9524,-0.0115,-0.0501,0.954
16:11:53:867,0.9504,-0.0120,-0.0408,0.951
16:11:53:868,0.9470,-0.0091,-0.0322,0.948
16:11:53:869,0.9458,-0.0057,-0.0244,0.946
16:11:53:873,0.9438,-0.0035,-0.0225,0.944
16:11:53:879,0.9401,0.0048,-0.0264,0.941
16:11:53:883,0.9399,0.0104,-0.0366,0.941
16:11:53:889,0.9416,0.0100,-0.0484,0.943
16:11:53:893,0.9443,0.0070,-0.0564,0.946
16:11:53:899,0.9428,0.0056,-0.0660,0.945
16:11:53:903,0.9411,0.0063,-0.0704,0.944
16:11:53:909,0.9448,0.0058,-0.0650,0.947
16:11:53:913,0.9531,0.0046,-0.0567,0.955
16:11:53:918,0.9568,0.0063,-0.0520,0.958
16:11:53:923,0.9568,0.0095,-0.0486,0.958
16:11:53:929,0.9550,0.0148,-0.0471,0.956
16:11:53:934,0.9585,0.0185,-0.0440,0.960
16:11:53:938,0.9646,0.0207,-0.0383,0.966
16:11:53:944,0.9682,0.0249,-0.0305,0.969
16:11:53:949,0.9697,0.0273,-0.0229,0.970
16:11:53:954,0.9692,0.0285,-0.0205,0.970
16:11:53:968,0.9673,0.0310,-0.0261,0.968
16:11:53:970,0.9663,0.0354,-0.0293,0.967
16:11:53:970,0.9702,0.0368,-0.0305,0.971
16:11:53:976,0.9832,0.0344,-0.0339,0.984
16:11:53:979,0.9932,0.0320,-0.0430,0.995
16:11:53:984,0.9978,0.0268,-0.0562,1.000
16:11:53:989,1.0049,0.0232,-0.0660,1.007
16:11:53:994,1.0154,0.0234,-0.0618,1.018
16:11:53:998,1.0218,0.0290,-0.0515,1.023
16:11:54:003,1.0193,0.0354,-0.0452,1.021
16:11:54:009,1.0152,0.0378,-0.0364,1.017
16:11:54:013,1.0176,0.0361,-0.0178,1.018
16:11:54:019,1.0245,0.0329,0.0076,1.025
16:11:54:024,1.0284,0.0307,0.0325,1.029
16:11:54:029,1.0267,0.0327,0.0582,1.029
16:11:54:034,1.0240,0.0349,0.0785,1.028
16:11:54:039,1.0208,0.0361,0.0902,1.025
16:11:54:044,1.0100,0.0368,0.0988,1.016
16:11:54:050,1.0003,0.0439,0.0853,1.005
16:11:54:054,1.0061,0.0476,0.0599,1.009
16:11:54:068,1.0086,0.0393,0.0487,1.011
16:11:54:069,1.0113,0.0290,0.0460,1.013
16:11:54:070,1.0201,0.0283,0.0443,1.021
16:11:54:075,1.0269,0.0339,0.0379,1.028
16:11:54:083,1.0316,0.0412,0.0345,1.033
16:11:54:084,1.0413,0.0466,0.0391,1.043
16:11:54:092,1.0516,0.0540,0.0472,1.054
16:11:54:095,1.0587,0.0610,0.0582,1.062
16:11:54:099,1.0685,0.0676,0.0758,1.073
16:11:54:104,1.0729,0.0728,0.0900,1.079
16:11:54:110,1.0726,0.0782,0.0932,1.079
16:11:54:114,1.0694,0.0848,0.0880,1.076
16:11:54:119,1.0643,0.0940,0.0814,1.072
16:11:54:124,1.0560,0.1002,0.0814,1.064
16:11:54:129,1.0504,0.1016,0.0809,1.058
16:11:54:134,1.0504,0.0994,0.0697,1.057
16:11:54:139,1.0455,0.0970,0.0460,1.051
16:11:54:145,1.0389,0.0928,0.0257,1.043
16:11:54:151,1.0360,0.0887,0.0096,1.040
16:11:54:154,1.0347,0.0857,-0.0041,1.038
16:11:54:166,1.0308,0.0811,-0.0110,1.034
16:11:54:168,1.0196,0.0782,-0.0134,1.023
16:11:54:170,1.0000,0.0806,-0.0102,1.003
16:11:54:174,0.9814,0.0845,-0.0017,0.985
16:11:54:179,0.9626,0.0921,0.0074,0.967
16:11:54:184,0.9443,0.0980,0.0091,0.949
16:11:54:191,0.9313,0.1011,0.0061,0.937
16:11:54:194,0.9272,0.0989,-0.0051,0.932
16:11:54:199,0.9286,0.0916,-0.0229,0.933
16:11:54:204,0.9328,0.0826,-0.0371,0.937
16:11:54:210,0.9399,0.0720,-0.0469,0.944
16:11:54:214,0.9506,0.0628,-0.0696,0.955
16:11:54:220,0.9560,0.0635,-0.0921,0.963
16:11:54:225,0.9590,0.0659,-0.1004,0.966
16:11:54:230,0.9619,0.0679,-0.1021,0.970
16:11:54:234,0.9646,0.0664,-0.1012,0.972
16:11:54:241,0.9680,0.0625,-0.1031,0.975
16:11:54:244,0.9717,0.0598,-0.1048,0.979
16:11:54:254,0.9707,0.0564,-0.1017,0.978
16:11:54:256,0.9678,0.0559,-0.0953,0.974
16:11:54:260,0.9643,0.0581,-0.0897,0.970
16:11:54:271,0.9614,0.0579,-0.0789,0.966
16:11:54:272,0.9634,0.0530,-0.0628,0.967
16:11:54:277,0.9626,0.0500,-0.0501,0.965
16:11:54:280,0.9543,0.0508,-0.0432,0.957
16:11:54:284,0.9509,0.0508,-0.0388,0.953
16:11:54:291,0.9565,0.0464,-0.0361,0.958
16:11:54:294,0.9592,0.0425,-0.0339,0.961
16:11:54:300,0.9585,0.0403,-0.0339,0.960
16:11:54:304,0.9594,0.0381,-0.0342,0.961
16:11:54:310,0.9565,0.0354,-0.0283,0.958
16:11:54:315,0.9548,0.0332,-0.0249,0.956
16:11:54:320,0.9572,0.0315,-0.0234,0.958
16:11:54:327,0.9585,0.0295,-0.0146,0.959
16:11:54:330,0.9594,0.0280,-0.0009,0.960
16:11:54:335,0.9631,0.0293,0.0147,0.964
16:11:54:341,0.9658,0.0300,0.0330,0.967
16:11:54:347,0.9658,0.0302,0.0523,0.968
16:11:54:352,0.9638,0.0320,0.0712,0.967
16:11:54:355,0.9619,0.0324,0.0846,0.966
16:11:54:362,0.9629,0.0312,0.0868,0.967
16:11:54:368,0.9638,0.0268,0.0819,0.968
16:11:54:371,0.9641,0.0212,0.0719,0.967
16:11:54:375,0.9660,0.0163,0.0663,0.968
16:11:54:380,0.9682,0.0139,0.0707,0.971
16:11:54:386,0.9651,0.0156,0.0743,0.968
16:11:54:391,0.9604,0.0195,0.0797,0.964
16:11:54:395,0.9590,0.0224,0.0919,0.964
16:11:54:400,0.9607,0.0227,0.1086,0.967
16:11:54:405,0.9643,0.0229,0.1244,0.973
16:11:54:411,0.9687,0.0234,0.1394,0.979
16:11:54:416,0.9773,0.0207,0.1557,0.990
16:11:54:420,0.9863,0.0166,0.1689,1.001
16:11:54:427,0.9917,0.0146,0.1765,1.007
16:11:54:431,0.9956,0.0161,0.1807,1.012
16:11:54:435,1.0015,0.0163,0.1807,1.018
16:11:54:442,1.0047,0.0192,0.1792,1.021
16:11:54:446,1.0037,0.0239,0.1790,1.020
16:11:54:453,1.0054,0.0268,0.1792,1.022
16:11:54:455,1.0110,0.0268,0.1816,1.028
16:11:54:461,1.0140,0.0283,0.1738,1.029
16:11:54:465,1.0181,0.0320,0.1687,1.032
16:11:54:471,1.0276,0.0344,0.1926,1.046
16:11:54:477,1.0350,0.0332,0.1988,1.054
16:11:54:488,1.0423,0.0258,0.1834,1.059
16:11:54:489,1.0455,0.0200,0.1670,1.059
16:11:54:491,1.0487,0.0166,0.1479,1.059
16:11:54:497,1.0526,0.0119,0.1291,1.061
16:11:54:500,1.0580,0.0070,0.1181,1.065
16:11:54:505,1.0614,0.0036,0.1083,1.067
16:11:54:511,1.0633,0.0009,0.0946,1.068
16:11:54:515,1.0621,-0.0025,0.0805,1.065
16:11:54:520,1.0589,-0.0030,0.0673,1.061
16:11:54:526,1.0540,-0.0035,0.0599,1.056
16:11:54:532,1.0423,-0.0084,0.0457,1.043
16:11:54:535,1.0323,-0.0096,0.0330,1.033
16:11:54:541,1.0262,-0.0047,0.0211,1.026
16:11:54:546,1.0166,0.0026,0.0152,1.017
16:11:54:551,1.0010,0.0034,0.0149,1.001
16:11:54:556,0.9819,0.0046,0.0005,0.982
16:11:54:562,0.9663,0.0082,-0.0237,0.967
16:11:54:567,0.9575,0.0102,-0.0325,0.958
16:11:54:572,0.9582,0.0058,-0.0220,0.958
16:11:54:576,0.9624,0.0029,-0.0159,0.963
16:11:54:581,0.9719,0.0038,-0.0222,0.972
16:11:54:586,0.9895,0.0009,-0.0176,0.990
16:11:54:592,1.0154,-0.0020,-0.0014,1.015
16:11:54:596,1.0438,-0.0010,0.0184,1.044
16:11:54:601,1.0707,0.0024,0.0357,1.071
16:11:54:606,1.0966,0.0090,0.0472,1.098
16:11:54:612,1.1169,0.0158,0.0484,1.118
16:11:54:618,1.1327,0.0097,0.0428,1.134
16:11:54:621,1.1408,0.0016,0.0291,1.141
16:11:54:628,1.1428,-0.0003,0.0110,1.143
16:11:54:632,1.1467,-0.0027,-0.0119,1.147
16:11:54:636,1.1513,-0.0093,-0.0381,1.152
16:11:54:641,1.1550,-0.0140,-0.0674,1.157
16:11:54:647,1.1582,-0.0189,-0.0968,1.162
16:11:54:653,1.1618,-0.0238,-0.1180,1.168
16:11:54:657,1.1660,-0.0225,-0.1251,1.173
16:11:54:662,1.1543,-0.0177,-0.1268,1.161
16:11:54:666,1.1181,-0.0159,-0.1369,1.127
16:11:54:672,1.0797,-0.0125,-0.1547,1.091
16:11:54:679,1.0516,-0.0089,-0.1765,1.066
16:11:54:683,1.0313,-0.0052,-0.1972,1.050
16:11:54:686,1.0110,-0.0013,-0.2136,1.033
16:11:54:692,0.9829,0.0056,-0.2261,1.009
16:11:54:697,0.9592,0.0112,-0.2341,0.987
16:11:54:701,0.9433,0.0117,-0.2366,0.973
16:11:54:708,0.9301,0.0082,-0.2346,0.959
16:11:54:712,0.9154,0.0046,-0.2283,0.943
16:11:54:717,0.8971,0.0070,-0.2161,0.923
16:11:54:722,0.8778,0.0141,-0.1980,0.900
16:11:54:727,0.8697,0.0109,-0.1765,0.888
16:11:54:732,0.8644,0.0012,-0.1686,0.881
16:11:54:737,0.8499,-0.0013,-0.1740,0.868
16:11:54:743,0.8306,-0.0025,-0.1796,0.850
16:11:54:747,0.8086,-0.0076,-0.1887,0.830
16:11:54:753,0.7852,-0.0106,-0.1945,0.809
16:11:54:757,0.7690,-0.0079,-0.1909,0.792
16:11:54:764,0.7639,-0.0167,-0.1716,0.783
16:11:54:769,0.7639,-0.0296,-0.1581,0.781
16:11:54:773,0.7639,-0.0350,-0.1559,0.780
16:11:54:777,0.7634,-0.0377,-0.1454,0.778
16:11:54:782,0.7644,-0.0419,-0.1371,0.778
16:11:54:788,0.7693,-0.0477,-0.1386,0.783
16:11:54:795,0.7781,-0.0543,-0.1430,0.793
16:11:54:797,0.7925,-0.0595,-0.1532,0.809
16:11:54:802,0.8108,-0.0634,-0.1647,0.830
16:11:54:807,0.8367,-0.0683,-0.1664,0.856
16:11:54:813,0.8612,-0.0690,-0.1574,0.878
16:11:54:817,0.8812,-0.0634,-0.1452,0.895
16:11:54:822,0.9040,-0.0582,-0.1307,0.915
16:11:54:827,0.9269,-0.0570,-0.1180,0.936
16:11:54:833,0.9524,-0.0597,-0.1097,0.961
16:11:54:837,0.9758,-0.0643,-0.1036,0.983
16:11:54:843,0.9910,-0.0646,-0.0951,0.998
16:11:54:848,1.0027,-0.0592,-0.0897,1.008
16:11:54:854,1.0174,-0.0558,-0.0872,1.023
16:11:54:862,1.0374,-0.0587,-0.0880,1.043
16:11:54:863,1.0599,-0.0599,-0.0985,1.066
16:11:54:868,1.0834,-0.0604,-0.1112,1.091
16:11:54:874,1.1100,-0.0646,-0.1175,1.118
16:11:54:877,1.1330,-0.0702,-0.1139,1.141
16:11:54:883,1.1474,-0.0731,-0.1029,1.154
16:11:54:887,1.1533,-0.0739,-0.0885,1.159
16:11:54:894,1.1486,-0.0722,-0.0723,1.153
16:11:54:897,1.1308,-0.0661,-0.0603,1.134
16:11:54:902,1.1044,-0.0570,-0.0589,1.107
16:11:54:907,1.0809,-0.0499,-0.0643,1.084
16:11:54:913,1.0575,-0.0472,-0.0740,1.061
16:11:54:917,1.0296,-0.0463,-0.0880,1.034
16:11:54:926,1.0005,-0.0463,-0.1029,1.007
16:11:54:927,0.9690,-0.0465,-0.1136,0.977
16:11:54:934,0.9384,-0.0499,-0.1175,0.947
16:11:54:937,0.9130,-0.0538,-0.1134,0.922
16:11:54:943,0.8930,-0.0580,-0.1039,0.901
16:11:54:948,0.8788,-0.0631,-0.0938,0.886
16:11:54:954,0.8688,-0.0685,-0.0858,0.876
16:11:54:958,0.8619,-0.0724,-0.0836,0.869
16:11:54:962,0.8568,-0.0739,-0.0841,0.864
16:11:54:968,0.8556,-0.0749,-0.0870,0.863
16:11:54:978,0.8541,-0.0751,-0.0882,0.862
16:11:54:980,0.8468,-0.0709,-0.0814,0.854
16:11:54:984,0.8472,-0.0683,-0.0716,0.853
16:11:54:988,0.8580,-0.0712,-0.0665,0.864
16:11:54:994,0.8714,-0.0753,-0.0655,0.877
16:11:54:998,0.8822,-0.0802,-0.0655,0.888
16:11:55:003,0.8930,-0.0868,-0.0559,0.899
16:11:55:008,0.9044,-0.0898,-0.0501,0.910
16:11:55:014,0.9174,-0.0888,-0.0533,0.923
16:11:55:019,0.9264,-0.0868,-0.0557,0.932
16:11:55:035,0.9326,-0.0859,-0.0559,0.938
16:11:55:037,0.9379,-0.0859,-0.0525,0.943
16:11:55:037,0.9406,-0.0878,-0.0425,0.946
16:11:55:038,0.9467,-0.0883,-0.0357,0.952
16:11:55:043,0.9594,-0.0881,-0.0344,0.964
16:11:55:049,0.9707,-0.0881,-0.0376,0.975
16:11:55:054,0.9824,-0.0868,-0.0454,0.987
16:11:55:060,0.9995,-0.0878,-0.0506,1.005
16:11:55:066,1.0181,-0.0907,-0.0440,1.023
16:11:55:068,1.0342,-0.0942,-0.0342,1.039
16:11:55:074,1.0482,-0.0944,-0.0215,1.053
16:11:55:078,1.0616,-0.0927,-0.0068,1.066
16:11:55:083,1.0746,-0.0895,0.0035,1.078
16:11:55:088,1.0846,-0.0876,0.0147,1.088
16:11:55:094,1.0888,-0.0888,0.0211,1.093
16:11:55:098,1.0841,-0.0868,0.0237,1.088
16:11:55:103,1.0743,-0.0802,0.0252,1.078
16:11:55:108,1.0621,-0.0695,0.0257,1.065
16:11:55:114,1.0443,-0.0580,0.0264,1.046
16:11:55:118,1.0213,-0.0494,0.0343,1.023
16:11:55:124,1.0049,-0.0458,0.0457,1.007
16:11:55:129,0.9971,-0.0477,0.0541,1.000
16:11:55:135,0.9888,-0.0470,0.0548,0.991
16:11:55:139,0.9761,-0.0419,0.0497,0.978
16:11:55:143,0.9663,-0.0379,0.0448,0.968
16:11:55:150,0.9624,-0.0357,0.0406,0.964
16:11:55:155,0.9563,-0.0277,0.0352,0.957
16:11:55:163,0.9458,-0.0252,0.0347,0.947
16:11:55:164,0.9299,-0.0269,0.0345,0.931
16:11:55:169,0.9262,-0.0230,0.0252,0.927
16:11:55:174,0.9401,-0.0181,0.0083,0.940
16:11:55:179,0.9533,-0.0135,-0.0085,0.953
16:11:55:184,0.9656,-0.0118,-0.0205,0.966
16:11:55:188,0.9770,-0.0135,-0.0210,0.977
16:11:55:194,0.9846,-0.0145,-0.0139,0.985
16:11:55:199,0.9871,-0.0133,-0.0012,0.987
16:11:55:204,0.9893,-0.0118,0.0159,0.989
16:11:55:210,0.9976,-0.0120,0.0328,0.998
16:11:55:215,1.0098,-0.0159,0.0460,1.011
16:11:55:219,1.0169,-0.0225,0.0538,1.019
16:11:55:225,1.0184,-0.0313,0.0462,1.020
16:11:55:230,1.0149,-0.0399,0.0247,1.016
16:11:55:235,1.0115,-0.0460,0.0000,1.013
16:11:55:239,1.0166,-0.0497,-0.0281,1.018
16:11:55:244,1.0308,-0.0533,-0.0545,1.034
16:11:55:250,1.0474,-0.0580,-0.0694,1.051
16:11:55:255,1.0609,-0.0614,-0.0689,1.065
16:11:55:263,1.0697,-0.0580,-0.0520,1.073
16:11:55:268,1.0758,-0.0475,-0.0288,1.077
16:11:55:269,1.0780,-0.0345,-0.0039,1.079
16:11:55:275,1.0831,-0.0208,0.0208,1.084
16:11:55:279,1.0924,-0.0067,0.0404,1.093
16:11:55:284,1.1017,0.0073,0.0413,1.103
16:11:55:289,1.1237,0.0117,0.0235,1.124
16:11:55:295,1.1574,0.0095,-0.0088,1.158
16:11:55:299,1.1946,0.0107,-0.0481,1.196
16:11:55:304,1.2310,0.0148,-0.0889,1.234
16:11:55:309,1.2635,0.0190,-0.1273,1.270
16:11:55:315,1.2821,0.0210,-0.1545,1.292
16:11:55:319,1.2858,0.0246,-0.1701,1.297
16:11:55:324,1.2885,0.0246,-0.1718,1.300
16:11:55:330,1.2838,0.0222,-0.1667,1.295
16:11:55:335,1.2669,0.0212,-0.1674,1.278
16:11:55:341,1.2349,0.0197,-0.1765,1.248
16:11:55:346,1.1995,0.0146,-0.1967,1.216
16:11:55:351,1.1692,0.0080,-0.2244,1.191
16:11:55:356,1.1413,0.0026,-0.2432,1.167
16:11:55:359,1.1112,-0.0052,-0.2481,1.139
16:11:55:364,1.0756,-0.0111,-0.2505,1.104
16:11:55:371,1.0379,-0.0093,-0.2603,1.070
16:11:55:379,1.0088,-0.0025,-0.2718,1.045
16:11:55:380,0.9854,0.0036,-0.2872,1.026
16:11:55:385,0.9641,0.0087,-0.3080,1.012
16:11:55:390,0.9436,0.0117,-0.3292,0.999
16:11:55:395,0.9269,0.0109,-0.3441,0.989
16:11:55:399,0.9103,0.0112,-0.3507,0.976
16:11:55:404,0.8976,0.0246,-0.3480,0.963
16:11:55:410,0.8876,0.0491,-0.3331,0.949
16:11:55:415,0.8697,0.0730,-0.3170,0.929
16:11:55:419,0.8492,0.0931,-0.3099,0.909
16:11:55:425,0.8316,0.1085,-0.3036,0.892
16:11:55:430,0.8145,0.1207,-0.2879,0.872
16:11:55:435,0.8015,0.1288,-0.2659,0.854
16:11:55:444,0.7878,0.1383,-0.2395,0.835
16:11:55:452,0.7754,0.1498,-0.2114,0.818
16:11:55:456,0.7661,0.1615,-0.1799,0.803
16:11:55:457,0.7610,0.1737,-0.1469,0.794
16:11:55:462,0.7627,0.1806,-0.1163,0.792
16:11:55:465,0.7688,0.1820,-0.0919,0.795
16:11:55:470,0.7737,0.1794,-0.0775,0.798
16:11:55:476,0.7810,0.1693,-0.0699,0.802
16:11:55:483,0.7898,0.1561,-0.0665,0.808
16:11:55:485,0.8023,0.1442,-0.0662,0.818
16:11:55:496,0.8160,0.1341,-0.0662,0.830
16:11:55:497,0.8321,0.1214,-0.0672,0.844
16:11:55:502,0.8504,0.1043,-0.0755,0.860
16:11:55:518,0.8697,0.0865,-0.0889,0.879
16:11:55:518,0.8908,0.0686,-0.1034,0.899
16:11:55:519,0.9086,0.0469,-0.1146,0.917
16:11:55:520,0.9208,0.0190,-0.1183,0.929
16:11:55:525,0.9272,-0.0081,-0.1212,0.935
16:11:55:530,0.9321,-0.0323,-0.1251,0.941
16:11:55:536,0.9362,-0.0497,-0.1281,0.946
16:11:55:541,0.9374,-0.0599,-0.1232,0.947
16:11:55:545,0.9377,-0.0675,-0.1112,0.947
16:11:55:551,0.9321,-0.0717,-0.0958,0.940
16:11:55:556,0.9220,-0.0714,-0.0770,0.928
16:11:55:560,0.9159,-0.0695,-0.0584,0.920
16:11:55:565,0.9101,-0.0661,-0.0445,0.914
16:11:55:570,0.9057,-0.0612,-0.0376,0.909
16:11:55:576,0.9035,-0.0585,-0.0347,0.906
16:11:55:580,0.9040,-0.0563,-0.0308,0.906
16:11:55:587,0.9013,-0.0480,-0.0244,0.903
16:11:55:590,0.8925,-0.0357,-0.0225,0.893
16:11:55:596,0.8805,-0.0235,-0.0266,0.881
16:11:55:600,0.8692,-0.0101,-0.0271,0.870
16:11:55:605,0.8597,0.0056,-0.0242,0.860
16:11:55:610,0.8526,0.0229,-0.0276,0.853
16:11:55:616,0.8499,0.0356,-0.0266,0.851
16:11:55:620,0.8475,0.0390,-0.0205,0.849
16:11:55:626,0.8375,0.0488,-0.0119,0.839
16:11:55:630,0.8289,0.0667,-0.0044,0.832
16:11:55:636,0.8316,0.0818,0.0000,0.836
16:11:55:640,0.8431,0.0870,0.0042,0.848
16:11:55:646,0.8565,0.0870,0.0071,0.861
16:11:55:650,0.8680,0.0882,0.0074,0.873
16:11:55:661,0.8768,0.0904,0.0042,0.881
16:11:55:663,0.8876,0.0901,0.0015,0.892
16:11:55:666,0.9005,0.0857,0.0013,0.905
16:11:55:671,0.9174,0.0804,0.0017,0.921
16:11:55:677,0.9360,0.0762,0.0037,0.939
16:11:55:681,0.9497,0.0762,0.0047,0.953
16:11:55:686,0.9646,0.0762,0.0032,0.968
16:11:55:690,0.9834,0.0745,0.0015,0.986
16:11:55:696,1.0074,0.0674,-0.0203,1.010
16:11:55:700,1.0286,0.0637,-0.0200,1.031
16:11:55:707,1.0460,0.0601,0.0291,1.048
16:11:55:711,1.0785,0.0478,0.0396,1.080
16:11:55:717,1.1169,0.0354,0.0289,1.118
16:11:55:721,1.1406,0.0266,0.0164,1.141
16:11:55:726,1.1457,0.0234,0.0203,1.146
16:11:55:731,1.1374,0.0249,0.0365,1.138
16:11:55:737,1.1261,0.0288,0.0504,1.128
16:11:55:741,1.1166,0.0322,0.0614,1.119
16:11:55:746,1.1122,0.0342,0.0709,1.115
16:11:55:751,1.1108,0.0337,0.0827,1.114
16:11:55:760,1.1064,0.0320,0.0932,1.111
16:11:55:765,1.0998,0.0302,0.1010,1.105
16:11:55:766,1.0958,0.0278,0.1093,1.102
16:11:55:771,1.0961,0.0244,0.1208,1.103
16:11:55:777,1.0971,0.0202,0.1313,1.105
16:11:55:781,1.0976,0.0153,0.1391,1.106
16:11:55:786,1.0929,0.0124,0.1425,1.102
16:11:55:791,1.0873,0.0107,0.1411,1.096
16:11:55:798,1.0868,0.0065,0.1367,1.095
16:11:55:801,1.0834,0.0007,0.1281,1.091
16:11:55:806,1.0724,-0.0049,0.1169,1.079
16:11:55:812,1.0626,-0.0071,0.1002,1.067
16:11:55:817,1.0553,-0.0081,0.0797,1.058
16:11:55:821,1.0470,-0.0064,0.0523,1.048
16:11:55:826,1.0360,-0.0037,0.0250,1.036
16:11:55:831,1.0335,-0.0049,0.0015,1.034
16:11:55:837,1.0389,-0.0086,-0.0203,1.039
16:11:55:842,1.0465,-0.0093,-0.0383,1.047
