time,gFx,gFy,gFz,TgF
17:35:37:293,1.1381,0.0576,0.1149,1.145
17:35:37:299,1.1222,0.0662,0.1430,1.133
17:35:37:303,1.1183,0.0696,0.1797,1.135
17:35:37:308,1.0968,0.0750,0.2264,1.122
17:35:37:313,1.0536,0.0874,0.2819,1.094
17:35:37:326,1.0108,0.1004,0.3278,1.067
17:35:37:327,0.9807,0.1041,0.3735,1.055
17:35:37:330,0.9851,0.0904,0.3892,1.063
17:35:37:333,1.0113,0.0725,0.3762,1.081
17:35:37:341,1.0426,0.0576,0.3462,1.100
17:35:37:344,1.0792,0.0483,0.3051,1.123
17:35:37:351,1.1169,0.0417,0.2650,1.149
17:35:37:353,1.1513,0.0327,0.2347,1.175
17:35:37:358,1.1804,0.0232,0.2117,1.199
17:35:37:366,1.2039,0.0173,0.1858,1.218
17:35:37:369,1.2195,0.0200,0.1592,1.230
17:35:37:374,1.2347,0.0403,0.1455,1.244
17:35:37:378,1.2151,0.0442,0.1088,1.221
17:35:37:386,1.1956,0.0249,0.0726,1.198
17:35:37:388,1.2022,0.0016,0.0619,1.204
17:35:37:393,1.2176,-0.0020,0.0472,1.218
17:35:37:398,1.2229,0.0256,0.0201,1.223
17:35:37:404,1.2156,0.0628,-0.0100,1.217
17:35:37:408,1.2080,0.0931,-0.0183,1.212
17:35:37:413,1.2005,0.1173,0.0086,1.206
17:35:37:424,1.2031,0.1310,0.0558,1.212
17:35:37:425,1.2256,0.1327,0.0927,1.236
17:35:37:428,1.2687,0.1266,0.1156,1.280
17:35:37:433,1.3217,0.1158,0.1337,1.333
17:35:37:441,1.3696,0.1058,0.1433,1.381
17:35:37:445,1.3965,0.0992,0.1540,1.408
17:35:37:449,1.3997,0.0945,0.1645,1.412
17:35:37:454,1.3816,0.0923,0.1680,1.395
17:35:37:458,1.3461,0.0926,0.1592,1.359
17:35:37:463,1.3017,0.0970,0.1310,1.312
17:35:37:469,1.2518,0.1065,0.0753,1.259
17:35:37:473,1.1987,0.1187,-0.0019,1.205
17:35:37:479,1.1555,0.1239,-0.0845,1.165
17:35:37:485,1.1274,0.1138,-0.1549,1.144
17:35:37:488,1.1059,0.0953,-0.2007,1.128
17:35:37:494,1.0856,0.0757,-0.2231,1.111
17:35:37:501,1.0626,0.0579,-0.2280,1.088
17:35:37:504,1.0355,0.0437,-0.2141,1.058
17:35:37:508,1.0103,0.0354,-0.1787,1.027
17:35:37:513,0.9902,0.0324,-0.1398,1.001
17:35:37:521,0.9707,0.0324,-0.1107,0.978
17:35:37:525,0.9494,0.0315,-0.0806,0.953
17:35:37:529,0.9289,0.0278,-0.0498,0.931
17:35:37:544,0.9123,0.0192,-0.0203,0.913
17:35:37:545,0.9003,0.0058,-0.0002,0.900
17:35:37:546,0.8905,-0.0118,0.0110,0.891
17:35:37:549,0.8785,-0.0267,0.0054,0.879
17:35:37:554,0.8619,-0.0309,-0.0159,0.863
17:35:37:561,0.8399,-0.0274,-0.0440,0.842
17:35:37:568,0.8167,-0.0211,-0.0718,0.820
17:35:37:569,0.7959,-0.0125,-0.0985,0.802
17:35:37:574,0.7734,-0.0013,-0.1237,0.783
17:35:37:579,0.7522,0.0100,-0.1469,0.766
17:35:37:586,0.7377,0.0163,-0.1674,0.757
17:35:37:589,0.7311,0.0180,-0.1867,0.755
17:35:37:594,0.7270,0.0190,-0.2031,0.755
17:35:37:601,0.7270,0.0202,-0.2163,0.759
17:35:37:605,0.7324,0.0236,-0.2266,0.767
17:35:37:610,0.7426,0.0271,-0.2354,0.780
17:35:37:618,0.7534,0.0324,-0.2437,0.792
17:35:37:619,0.7661,0.0415,-0.2539,0.808
17:35:37:625,0.7886,0.0491,-0.2564,0.831
17:35:37:630,0.8196,0.0454,-0.2481,0.858
17:35:37:643,0.8504,0.0373,-0.2329,0.883
17:35:37:644,0.8722,0.0383,-0.1904,0.894
17:35:37:645,0.8812,0.0393,-0.1254,0.891
17:35:37:652,0.8798,0.0371,-0.0501,0.882
17:35:37:654,0.8717,0.0324,0.0323,0.873
17:35:37:660,0.8575,0.0229,0.1222,0.866
17:35:37:667,0.8480,0.0063,0.2012,0.872
17:35:37:671,0.8421,-0.0015,0.2501,0.878
17:35:37:674,0.8367,0.0031,0.2694,0.879
17:35:37:680,0.8350,0.0068,0.2577,0.874
17:35:37:687,0.8382,0.0019,0.2193,0.866
17:35:37:690,0.8455,-0.0067,0.1648,0.861
17:35:37:695,0.8485,-0.0123,0.1029,0.855
17:35:37:699,0.8411,-0.0076,0.0428,0.842
17:35:37:705,0.8289,0.0007,-0.0132,0.829
17:35:37:710,0.8147,0.0024,-0.0616,0.817
17:35:37:715,0.8003,-0.0020,-0.0916,0.806
17:35:37:719,0.7861,-0.0064,-0.1026,0.793
17:35:37:724,0.7786,-0.0118,-0.1041,0.786
17:35:37:730,0.7756,-0.0181,-0.0992,0.782
17:35:37:738,0.7756,-0.0216,-0.0914,0.781
17:35:37:739,0.7798,-0.0201,-0.0831,0.784
17:35:37:745,0.7847,-0.0186,-0.0728,0.788
17:35:37:753,0.7881,-0.0206,-0.0589,0.791
17:35:37:754,0.7927,-0.0208,-0.0418,0.794
17:35:37:760,0.7996,-0.0133,-0.0247,0.800
17:35:37:767,0.8079,-0.0047,-0.0083,0.808
17:35:37:771,0.8189,0.0002,-0.0009,0.819
17:35:37:775,0.8328,0.0019,0.0008,0.833
17:35:37:779,0.8477,0.0007,0.0079,0.848
17:35:37:786,0.8646,0.0004,0.0135,0.865
17:35:37:790,0.8802,0.0007,0.0140,0.880
17:35:37:795,0.8961,0.0029,0.0125,0.896
17:35:37:801,0.9108,0.0070,0.0115,0.911
17:35:37:806,0.9223,0.0126,0.0147,0.922
17:35:37:810,0.9326,0.0178,0.0174,0.933
17:35:37:815,0.9438,0.0217,0.0044,0.944
17:35:37:820,0.9560,0.0273,-0.0093,0.956
17:35:37:825,0.9761,0.0271,-0.0080,0.976
17:35:37:830,1.0017,0.0244,-0.0144,1.002
17:35:37:835,1.0262,0.0258,-0.0242,1.027
17:35:37:839,1.0523,0.0229,-0.0110,1.053
17:35:37:846,1.0790,0.0197,-0.0093,1.079
17:35:37:854,1.1054,0.0180,-0.0036,1.106
17:35:37:855,1.1305,0.0148,0.0000,1.131
17:35:37:861,1.1469,0.0146,0.0081,1.147
17:35:37:870,1.1569,0.0183,0.0135,1.157
17:35:37:871,1.1613,0.0234,0.0203,1.162
17:35:37:875,1.1621,0.0273,0.0242,1.163
17:35:37:881,1.1611,0.0283,0.0313,1.162
17:35:37:888,1.1587,0.0254,0.0379,1.160
17:35:37:890,1.1550,0.0207,0.0482,1.156
17:35:37:895,1.1538,0.0144,0.0621,1.156
17:35:37:901,1.1528,0.0134,0.0783,1.156
17:35:37:906,1.1540,0.0173,0.0936,1.158
17:35:37:910,1.1599,0.0212,0.1002,1.164
17:35:37:916,1.1670,0.0246,0.0988,1.171
17:35:37:920,1.1741,0.0268,0.0851,1.177
17:35:37:926,1.1816,0.0302,0.0589,1.183
17:35:37:931,1.1948,0.0339,0.0284,1.196
17:35:37:938,1.2073,0.0356,0.0032,1.208
17:35:37:941,1.2137,0.0390,-0.0207,1.214
17:35:37:946,1.2183,0.0447,-0.0459,1.220
17:35:37:951,1.2203,0.0469,-0.0581,1.223
17:35:37:956,1.2239,0.0442,-0.0611,1.226
17:35:37:960,1.2305,0.0403,-0.0660,1.233
17:35:37:967,1.2401,0.0346,-0.0745,1.243
17:35:37:970,1.2452,0.0339,-0.0811,1.248
17:35:37:976,1.2464,0.0356,-0.0801,1.249
17:35:37:980,1.2462,0.0364,-0.0799,1.249
17:35:37:986,1.2415,0.0361,-0.0819,1.245
17:35:37:990,1.2315,0.0351,-0.0823,1.235
17:35:37:995,1.2134,0.0356,-0.0814,1.217
17:35:38:000,1.1873,0.0469,-0.0760,1.191
17:35:38:007,1.1569,0.0659,-0.0731,1.161
17:35:38:011,1.1266,0.0860,-0.0782,1.133
17:35:38:016,1.0998,0.1019,-0.0860,1.108
17:35:38:021,1.0782,0.1136,-0.0894,1.088
17:35:38:027,1.0614,0.1209,-0.0875,1.072
17:35:38:030,1.0514,0.1258,-0.0765,1.062
17:35:38:036,1.0509,0.1312,-0.0643,1.061
17:35:38:041,1.0599,0.1302,-0.0599,1.070
17:35:38:046,1.0704,0.1251,-0.0696,1.080
17:35:38:054,1.0721,0.1182,-0.0924,1.083
17:35:38:057,1.0660,0.1143,-0.1251,1.079
17:35:38:061,1.0609,0.1134,-0.1640,1.079
17:35:38:069,1.0611,0.1116,-0.2080,1.087
17:35:38:071,1.0660,0.1097,-0.2559,1.102
17:35:38:076,1.0741,0.1085,-0.2967,1.120
17:35:38:083,1.0814,0.1075,-0.3253,1.134
17:35:38:086,1.0822,0.1102,-0.3471,1.142
17:35:38:091,1.0743,0.1195,-0.3573,1.138
17:35:38:097,1.0577,0.1327,-0.3493,1.122
17:35:38:102,1.0338,0.1461,-0.3258,1.094
17:35:38:108,1.0039,0.1605,-0.2921,1.058
17:35:38:111,0.9731,0.1745,-0.2532,1.021
17:35:38:117,0.9453,0.1845,-0.2117,0.986
17:35:38:121,0.9203,0.1886,-0.1713,0.955
17:35:38:127,0.8971,0.1889,-0.1378,0.927
17:35:38:137,0.8768,0.1896,-0.1185,0.905
17:35:38:143,0.8553,0.1894,-0.1119,0.883
17:35:38:143,0.8323,0.1882,-0.1146,0.861
17:35:38:147,0.8074,0.1860,-0.1239,0.838
17:35:38:152,0.7790,0.1823,-0.1383,0.812
17:35:38:156,0.7561,0.1798,-0.1576,0.793
17:35:38:162,0.7446,0.1789,-0.1796,0.787
17:35:38:167,0.7421,0.1764,-0.2007,0.789
17:35:38:171,0.7431,0.1701,-0.2178,0.793
17:35:38:176,0.7424,0.1593,-0.2310,0.794
17:35:38:181,0.7453,0.1461,-0.2371,0.796
17:35:38:187,0.7541,0.1292,-0.2295,0.799
17:35:38:192,0.7693,0.1072,-0.2011,0.802
17:35:38:196,0.7903,0.0823,-0.1459,0.808
17:35:38:201,0.8172,0.0564,-0.0542,0.821
17:35:38:209,0.8529,0.0280,0.0626,0.856
17:35:38:212,0.8912,0.0012,0.1369,0.902
17:35:38:217,0.9181,-0.0189,0.1826,0.936
17:35:38:221,0.9367,-0.0313,0.2066,0.960
17:35:38:228,0.9563,-0.0377,0.2039,0.978
17:35:38:238,0.9697,-0.0357,0.1736,0.986
17:35:38:239,0.9690,-0.0294,0.1284,0.978
17:35:38:242,0.9594,-0.0247,0.0890,0.964
17:35:38:247,0.9480,-0.0221,0.0548,0.950
17:35:38:252,0.9323,-0.0172,0.0252,0.933
17:35:38:257,0.9132,-0.0120,0.0083,0.913
17:35:38:262,0.8959,-0.0040,0.0032,0.896
17:35:38:269,0.8842,0.0090,0.0049,0.884
17:35:38:272,0.8707,0.0276,0.0042,0.871
17:35:38:278,0.8578,0.0452,0.0069,0.859
17:35:38:284,0.8428,0.0571,0.0176,0.845
17:35:38:288,0.8213,0.0650,0.0396,0.825
17:35:38:292,0.7957,0.0716,0.0680,0.802
17:35:38:297,0.7742,0.0786,0.0966,0.784
17:35:38:303,0.7622,0.0870,0.1227,0.777
17:35:38:309,0.7590,0.0970,0.1452,0.779
17:35:38:313,0.7610,0.1087,0.1682,0.787
17:35:38:317,0.7668,0.1222,0.1892,0.799
17:35:38:323,0.7700,0.1329,0.1907,0.804
17:35:38:327,0.7747,0.1354,0.1697,0.804
17:35:38:339,0.7827,0.1363,0.1425,0.807
17:35:38:345,0.7962,0.1358,0.1149,0.816
17:35:38:346,0.8169,0.1295,0.0917,0.832
17:35:38:353,0.8428,0.1234,0.0739,0.855
17:35:38:354,0.8680,0.1180,0.0687,0.879
17:35:38:357,0.8834,0.1163,0.0790,0.895
17:35:38:362,0.8949,0.1156,0.0941,0.907
17:35:38:369,0.9125,0.1046,0.1049,0.924
17:35:38:372,0.9360,0.0823,0.1071,0.946
17:35:38:377,0.9472,0.0818,0.1149,0.958
17:35:38:383,0.9492,0.1006,0.1200,0.962
17:35:38:394,0.9519,0.1170,0.1115,0.965
17:35:38:395,0.9592,0.1246,0.0941,0.972
17:35:38:398,0.9687,0.1241,0.0790,0.980
17:35:38:402,0.9756,0.1214,0.0631,0.985
17:35:38:409,0.9758,0.1200,0.0394,0.984
17:35:38:413,0.9758,0.1182,0.0076,0.983
17:35:38:418,0.9883,0.1104,-0.0212,0.995
17:35:38:422,1.0103,0.0962,-0.0386,1.016
17:35:38:431,1.0306,0.0777,-0.0447,1.034
17:35:38:438,1.0421,0.0552,-0.0398,1.044
17:35:38:439,1.0548,0.0339,-0.0344,1.056
17:35:38:445,1.0773,0.0408,-0.0320,1.079
17:35:38:453,1.1002,0.0547,-0.0330,1.102
17:35:38:454,1.1222,0.0571,-0.0266,1.124
17:35:38:458,1.1332,0.0630,-0.0163,1.135
17:35:38:462,1.1428,0.0738,-0.0046,1.145
17:35:38:469,1.1616,0.0808,0.0059,1.164
17:35:38:472,1.1860,0.0862,0.0110,1.189
17:35:38:478,1.2178,0.0906,0.0169,1.221
17:35:38:484,1.2459,0.0960,0.0301,1.250
17:35:38:488,1.2618,0.0997,0.0506,1.267
17:35:38:493,1.2701,0.1002,0.0780,1.276
17:35:38:500,1.2765,0.0977,0.1078,1.285
17:35:38:503,1.2789,0.0918,0.1318,1.289
17:35:38:509,1.2709,0.0889,0.1423,1.282
17:35:38:513,1.2545,0.0928,0.1406,1.266
17:35:38:519,1.2354,0.0933,0.1232,1.245
17:35:38:524,1.2154,0.0877,0.0936,1.222
17:35:38:529,1.2022,0.0786,0.0611,1.206
17:35:38:535,1.1980,0.0725,0.0328,1.201
17:35:38:540,1.1965,0.0716,0.0193,1.199
17:35:38:543,1.1973,0.0657,0.0191,1.199
17:35:38:550,1.2036,0.0493,0.0274,1.205
17:35:38:553,1.2112,0.0285,0.0445,1.212
17:35:38:558,1.2159,0.0112,0.0731,1.218
17:35:38:563,1.2163,-0.0018,0.1086,1.221
17:35:38:570,1.2141,-0.0052,0.1482,1.223
17:35:38:573,1.2066,-0.0027,0.1829,1.220
17:35:38:579,1.1851,0.0014,0.2071,1.203
17:35:38:583,1.1572,0.0070,0.2127,1.177
17:35:38:589,1.1313,0.0136,0.1856,1.146
17:35:38:593,1.1056,0.0212,0.1225,1.113
17:35:38:598,1.0758,0.0327,0.0267,1.077
17:35:38:603,1.0523,0.0464,-0.0828,1.057
17:35:38:609,1.0311,0.0586,-0.1779,1.048
17:35:38:614,1.0025,0.0725,-0.2493,1.036
17:35:38:619,0.9700,0.0865,-0.2967,1.018
17:35:38:623,0.9394,0.0989,-0.3199,0.997
17:35:38:629,0.9091,0.1138,-0.3221,0.971
17:35:38:637,0.8903,0.1292,-0.3126,0.952
17:35:38:638,0.8908,0.1437,-0.2970,0.950
17:35:38:643,0.9108,0.1574,-0.2752,0.964
17:35:38:650,0.9519,0.1605,-0.2478,0.997
17:35:38:654,1.0012,0.1561,-0.2131,1.036
17:35:38:658,1.0448,0.1493,-0.1730,1.069
17:35:38:664,1.0712,0.1253,-0.1395,1.087
17:35:38:670,1.0790,0.0901,-0.1185,1.089
17:35:38:673,1.0687,0.0823,-0.1065,1.077
17:35:38:679,1.0279,0.0838,-0.1146,1.038
17:35:38:685,0.9866,0.0789,-0.1295,0.998
17:35:38:691,0.9621,0.0566,-0.1439,0.974
17:35:38:693,0.9465,0.0344,-0.1505,0.959
17:35:38:699,0.9321,0.0134,-0.1527,0.945
17:35:38:703,0.9132,-0.0106,-0.1537,0.926
17:35:38:711,0.8893,-0.0345,-0.1567,0.904
17:35:38:714,0.8663,-0.0521,-0.1635,0.883
17:35:38:719,0.8507,-0.0690,-0.1679,0.870
17:35:38:723,0.8480,-0.0810,-0.1757,0.870
17:35:38:730,0.8502,-0.0778,-0.1853,0.874
17:35:38:738,0.8502,-0.0673,-0.1855,0.873
17:35:38:739,0.8433,-0.0499,-0.1701,0.862
17:35:38:744,0.8509,-0.0289,-0.1315,0.861
17:35:38:751,0.8790,-0.0130,-0.0838,0.883
17:35:38:754,0.9057,-0.0032,-0.0354,0.906
17:35:38:758,0.9216,0.0031,0.0159,0.922
17:35:38:766,0.9255,0.0119,0.0651,0.928
17:35:38:770,0.9206,0.0210,0.1044,0.927
17:35:38:774,0.9120,0.0295,0.1315,0.922
17:35:38:780,0.8954,0.0408,0.1472,0.908
17:35:38:784,0.8778,0.0569,0.1508,0.892
17:35:38:791,0.8612,0.0738,0.1398,0.876
17:35:38:794,0.8431,0.0894,0.1134,0.855
17:35:38:799,0.8160,0.1065,0.0812,0.827
17:35:38:804,0.7837,0.1207,0.0526,0.795
17:35:38:810,0.7615,0.1341,0.0350,0.774
17:35:38:814,0.7417,0.1630,0.0335,0.760
17:35:38:820,0.7495,0.1451,0.0088,0.763
17:35:38:824,0.7710,0.0945,0.0098,0.777
17:35:38:830,0.7861,0.0557,0.0259,0.789
17:35:38:838,0.7910,0.0442,0.0374,0.793
17:35:38:839,0.7886,0.0356,0.0330,0.790
17:35:38:845,0.7832,0.0342,0.0123,0.784
17:35:38:853,0.7722,0.0471,-0.0195,0.774
17:35:38:854,0.7549,0.0601,-0.0591,0.760
17:35:38:859,0.7392,0.0669,-0.0904,0.748
17:35:38:864,0.7326,0.0632,-0.1190,0.745
17:35:38:870,0.7355,0.0520,-0.1498,0.752
17:35:38:875,0.7341,0.0452,-0.1640,0.754
17:35:38:879,0.7233,0.0447,-0.1549,0.741
17:35:38:886,0.7131,0.0388,-0.1266,0.725
17:35:38:890,0.6947,0.0278,-0.0885,0.701
17:35:38:895,0.6801,0.0229,-0.0687,0.684
17:35:38:900,0.6769,0.0200,-0.0611,0.680
17:35:38:904,0.6735,0.0129,-0.0665,0.677
17:35:38:910,0.6735,0.0024,-0.0797,0.678
17:35:38:915,0.6715,-0.0074,-0.1014,0.679
17:35:38:920,0.6688,-0.0120,-0.1105,0.678
17:35:38:924,0.6771,-0.0199,-0.1036,0.685
17:35:38:931,0.6893,-0.0328,-0.0931,0.696
17:35:38:939,0.7028,-0.0438,-0.0740,0.708
17:35:38:940,0.7270,-0.0536,-0.0432,0.730
17:35:38:945,0.7593,-0.0641,-0.0124,0.762
17:35:38:955,0.7925,-0.0707,0.0137,0.796
17:35:38:956,0.8204,-0.0749,0.0357,0.825
17:35:38:959,0.8472,-0.0771,0.0582,0.853
17:35:38:967,0.8707,-0.0751,0.0829,0.878
17:35:38:970,0.9113,-0.1015,0.1342,0.927
17:35:38:975,0.9565,-0.1250,0.1958,0.984
17:35:38:979,0.9968,-0.1377,0.2386,1.034
17:35:38:985,1.0325,-0.1501,0.2582,1.075
17:35:38:990,1.0611,-0.1619,0.2638,1.105
17:35:38:995,1.0851,-0.1682,0.2577,1.128
17:35:39:000,1.1073,-0.1714,0.2406,1.146
17:35:39:005,1.1208,-0.1699,0.2139,1.154
17:35:39:011,1.1279,-0.1580,0.1819,1.153
17:35:39:017,1.1186,-0.1130,0.1323,1.132
17:35:39:020,1.0961,-0.0602,0.0743,1.100
17:35:39:026,1.1071,-0.0497,0.0372,1.109
17:35:39:031,1.1325,-0.0445,0.0142,1.133
17:35:39:036,1.1538,-0.0406,0.0032,1.154
17:35:39:040,1.1562,-0.0289,0.0042,1.157
17:35:39:045,1.1352,-0.0025,0.0069,1.135
17:35:39:054,1.1100,0.0134,0.0127,1.110
17:35:39:055,1.0934,0.0124,0.0289,1.094
17:35:39:061,1.0878,-0.0003,0.0519,1.089
17:35:39:069,1.0932,-0.0142,0.0743,1.096
17:35:39:071,1.1034,-0.0247,0.0929,1.108
17:35:39:075,1.1144,-0.0287,0.1071,1.120
17:35:39:081,1.1200,-0.0267,0.1166,1.126
17:35:39:086,1.1198,-0.0201,0.1152,1.126
17:35:39:091,1.1166,-0.0115,0.1093,1.122
17:35:39:096,1.1166,-0.0052,0.1068,1.122
17:35:39:101,1.1259,-0.0045,0.0958,1.130
17:35:39:106,1.1447,-0.0074,0.0868,1.148
17:35:39:112,1.1667,-0.0159,0.0817,1.170
17:35:39:116,1.1794,-0.0345,0.0753,1.182
17:35:39:120,1.1921,-0.0529,0.0668,1.195
17:35:39:126,1.2159,-0.0602,0.0587,1.219
17:35:39:146,1.2388,-0.0577,0.0462,1.241
17:35:39:147,1.2491,-0.0536,0.0294,1.251
17:35:39:147,1.2493,-0.0524,0.0159,1.251
17:35:39:147,1.2459,-0.0489,0.0113,1.247
17:35:39:153,1.2493,-0.0419,0.0125,1.250
17:35:39:157,1.2601,-0.0333,0.0152,1.261
17:35:39:163,1.2682,-0.0238,0.0167,1.268
17:35:39:169,1.2726,-0.0125,0.0223,1.273
17:35:39:174,1.2745,0.0004,0.0286,1.275
17:35:39:176,1.2784,0.0097,0.0274,1.279
17:35:39:182,1.2845,0.0190,0.0162,1.285
17:35:39:190,1.2828,0.0398,-0.0173,1.284
17:35:39:191,1.2772,0.0691,-0.0699,1.281
17:35:39:195,1.2647,0.0972,-0.1320,1.275
17:35:39:200,1.2469,0.1185,-0.1945,1.268
17:35:39:206,1.2207,0.1346,-0.2417,1.252
17:35:39:211,1.2119,0.1322,-0.2605,1.247
17:35:39:216,1.2195,0.1131,-0.2564,1.251
17:35:39:221,1.2239,0.0926,-0.2473,1.252
17:35:39:226,1.2229,0.0799,-0.2361,1.248
17:35:39:238,1.2205,0.0725,-0.2224,1.243
17:35:39:239,1.2205,0.0635,-0.2112,1.240
17:35:39:241,1.2195,0.0554,-0.1963,1.236
