time,gFx,gFy,gFz,TgF
16:47:51:199,0.9585,0.1603,-0.0733,0.975
16:47:51:204,0.9438,0.1547,-0.0794,0.960
16:47:51:209,0.9482,0.1576,-0.0770,0.964
16:47:51:214,0.9646,0.1666,-0.0711,0.981
16:47:51:219,0.9558,0.1654,-0.0721,0.973
16:47:51:224,0.9448,0.1618,-0.0699,0.961
16:47:51:230,0.9421,0.1598,-0.0701,0.958
16:47:51:234,0.9404,0.1598,-0.0765,0.957
16:47:51:242,0.9345,0.1618,-0.0828,0.952
16:47:51:244,0.9352,0.1625,-0.0833,0.953
16:47:51:250,0.9389,0.1600,-0.0836,0.956
16:47:51:254,0.9396,0.1574,-0.0828,0.956
16:47:51:260,0.9401,0.1561,-0.0784,0.956
16:47:51:264,0.9387,0.1588,-0.0726,0.955
16:47:51:270,0.9416,0.1603,-0.0667,0.957
16:47:51:274,0.9455,0.1608,-0.0635,0.961
16:47:51:279,0.9470,0.1596,-0.0669,0.963
16:47:51:285,0.9487,0.1542,-0.0726,0.964
16:47:51:290,0.9555,0.1454,-0.0762,0.970
16:47:51:294,0.9621,0.1415,-0.0801,0.976
16:47:51:299,0.9626,0.1446,-0.0865,0.977
16:47:51:304,0.9572,0.1420,-0.0865,0.972
16:47:51:311,0.9594,0.1334,-0.0811,0.972
16:47:51:314,0.9658,0.1266,-0.0787,0.977
16:47:51:321,0.9680,0.1295,-0.0838,0.980
16:47:51:329,0.9665,0.1378,-0.0914,0.981
16:47:51:330,0.9626,0.1395,-0.0889,0.977
16:47:51:343,0.9594,0.1278,-0.0797,0.971
16:47:51:344,0.9670,0.1229,-0.0735,0.978
16:47:51:345,0.9704,0.1273,-0.0723,0.981
16:47:51:350,0.9641,0.1390,-0.0743,0.977
16:47:51:355,0.9502,0.1400,-0.0701,0.963
16:47:51:360,0.9460,0.1317,-0.0621,0.957
16:47:51:365,0.9484,0.1393,-0.0540,0.960
16:47:51:372,0.9440,0.1456,-0.0535,0.957
16:47:51:375,0.9313,0.1486,-0.0552,0.945
16:47:51:380,0.9154,0.1574,-0.0533,0.930
16:47:51:390,0.9005,0.1693,-0.0559,0.918
16:47:51:391,0.8893,0.1732,-0.0618,0.908
16:47:51:396,0.8780,0.1740,-0.0677,0.898
16:47:51:401,0.8702,0.1764,-0.0667,0.890
16:47:51:405,0.8705,0.1791,-0.0589,0.891
16:47:51:411,0.8719,0.1806,-0.0550,0.892
16:47:51:415,0.8736,0.1784,-0.0515,0.893
16:47:51:420,0.8766,0.1803,-0.0484,0.896
16:47:51:426,0.8766,0.1879,-0.0496,0.898
16:47:51:430,0.8832,0.1952,-0.0530,0.906
16:47:51:438,0.8864,0.1955,-0.0618,0.910
16:47:51:445,0.8905,0.1960,-0.0699,0.914
16:47:51:446,0.8959,0.2026,-0.0772,0.922
16:47:51:454,0.8974,0.2075,-0.0850,0.925
16:47:51:457,0.8856,0.2082,-0.0914,0.914
16:47:51:462,0.8710,0.2092,-0.0973,0.901
16:47:51:465,0.8592,0.2104,-0.1026,0.891
16:47:51:471,0.8438,0.2050,-0.1065,0.875
16:47:51:476,0.8250,0.1977,-0.1136,0.856
16:47:51:480,0.8037,0.1989,-0.1288,0.838
16:47:51:485,0.7957,0.1984,-0.1251,0.830
16:47:51:491,0.7856,0.1877,-0.1303,0.818
16:47:51:495,0.7861,0.1774,-0.1447,0.819
16:47:51:501,0.7805,0.1688,-0.1659,0.816
16:47:51:508,0.8179,0.1764,-0.1608,0.852
16:47:51:512,0.8179,0.1747,-0.1999,0.860
16:47:51:516,0.7944,0.1796,-0.2393,0.849
16:47:51:521,0.7856,0.1847,-0.2334,0.840
16:47:51:525,0.7876,0.1794,-0.2307,0.840
16:47:51:531,0.7947,0.1698,-0.2513,0.851
16:47:51:542,0.7988,0.1664,-0.2762,0.861
16:47:51:543,0.7993,0.1659,-0.2913,0.867
16:47:51:545,0.8006,0.1637,-0.2840,0.865
16:47:51:553,0.7803,0.1674,-0.3124,0.857
16:47:51:556,0.7627,0.1781,-0.3341,0.851
16:47:51:562,0.7605,0.1847,-0.3373,0.852
16:47:51:565,0.7585,0.1830,-0.3454,0.853
16:47:51:572,0.7634,0.1801,-0.3593,0.863
16:47:51:575,0.7666,0.1740,-0.3664,0.867
16:47:51:581,0.7641,0.1676,-0.3627,0.862
16:47:51:587,0.7649,0.1642,-0.3392,0.853
16:47:51:591,0.7739,0.1571,-0.3048,0.846
16:47:51:595,0.7715,0.1439,-0.2769,0.832
16:47:51:601,0.7798,0.1334,-0.2557,0.831
16:47:51:606,0.7910,0.1270,-0.2473,0.838
16:47:51:612,0.7732,0.1094,-0.2535,0.821
16:47:51:615,0.8096,0.1146,-0.2373,0.851
16:47:51:622,0.8590,0.1314,-0.2395,0.901
16:47:51:626,0.8448,0.1121,-0.2610,0.891
16:47:51:632,0.8333,0.0909,-0.2437,0.873
16:47:51:645,0.8536,0.0870,-0.2227,0.886
16:47:51:646,0.8776,0.0835,-0.2195,0.908
16:47:51:646,0.8952,0.0742,-0.2170,0.924
16:47:51:653,0.8658,0.0713,-0.2652,0.908
16:47:51:656,0.8260,0.0667,-0.2649,0.870
16:47:51:662,0.8548,0.0779,-0.2302,0.889
16:47:51:666,0.9015,0.0923,-0.2354,0.936
16:47:51:671,0.9152,0.0845,-0.2466,0.952
16:47:51:677,0.8991,0.0610,-0.2432,0.933
16:47:51:682,0.9084,0.0630,-0.2253,0.938
16:47:51:686,0.9044,0.0662,-0.2107,0.931
16:47:51:692,0.8851,0.0598,-0.2014,0.910
16:47:51:697,0.8741,0.0493,-0.1897,0.896
16:47:51:703,0.8644,0.0417,-0.1897,0.886
16:47:51:706,0.8512,0.0381,-0.2055,0.876
16:47:51:713,0.8382,0.0393,-0.2351,0.871
16:47:51:716,0.8299,0.0461,-0.2806,0.877
16:47:51:722,0.8208,0.0571,-0.3370,0.889
16:47:51:727,0.8157,0.0610,-0.3972,0.909
16:47:51:733,0.8113,0.0608,-0.4483,0.929
16:47:51:742,0.8001,0.0581,-0.4820,0.936
16:47:51:744,0.7707,0.0571,-0.4986,0.920
16:47:51:747,0.7671,0.0327,-0.4891,0.910
16:47:51:754,0.7869,0.0041,-0.4756,0.919
16:47:51:760,0.8025,-0.0091,-0.4688,0.929
16:47:51:763,0.8042,-0.0184,-0.4610,0.927
16:47:51:766,0.7942,-0.0091,-0.4661,0.921
16:47:51:773,0.7830,0.0156,-0.4649,0.911
16:47:51:776,0.7788,0.0254,-0.4510,0.900
16:47:51:782,0.7729,0.0273,-0.4417,0.891
16:47:51:787,0.7605,0.0400,-0.4387,0.879
16:47:51:793,0.7541,0.0559,-0.4466,0.878
16:47:51:796,0.7573,0.0738,-0.4551,0.887
16:47:51:803,0.7661,0.0901,-0.4390,0.888
16:47:51:807,0.7622,0.0916,-0.4404,0.885
16:47:51:812,0.7583,0.0848,-0.4607,0.891
16:47:51:816,0.7539,0.0843,-0.4737,0.894
16:47:51:822,0.7343,0.0933,-0.4617,0.872
16:47:51:827,0.7038,0.1038,-0.4375,0.835
16:47:51:833,0.6771,0.1092,-0.4116,0.800
16:47:51:839,0.6642,0.1104,-0.3842,0.775
16:47:51:847,0.6622,0.1121,-0.3554,0.760
16:47:51:848,0.6664,0.1195,-0.3353,0.755
16:47:51:854,0.6864,0.1290,-0.3302,0.773
16:47:51:856,0.7165,0.1427,-0.3512,0.811
16:47:51:864,0.7360,0.1627,-0.3664,0.838
16:47:51:867,0.7483,0.1728,-0.3806,0.857
16:47:51:874,0.7619,0.1730,-0.3991,0.877
16:47:51:876,0.7837,0.1708,-0.4387,0.914
16:47:51:883,0.8032,0.1759,-0.4705,0.947
16:47:51:887,0.8067,0.1808,-0.4673,0.950
16:47:51:893,0.7988,0.1830,-0.4661,0.943
16:47:51:897,0.7874,0.1808,-0.4661,0.933
16:47:51:902,0.7854,0.1745,-0.4764,0.935
16:47:51:907,0.7937,0.1813,-0.4776,0.944
16:47:51:913,0.7927,0.1940,-0.4715,0.943
16:47:51:917,0.7861,0.1992,-0.4808,0.943
16:47:51:923,0.7827,0.1943,-0.4893,0.943
16:47:51:928,0.7837,0.1833,-0.5084,0.952
16:47:51:932,0.7856,0.1776,-0.5468,0.974
16:47:51:941,0.7634,0.1842,-0.5336,0.949
16:47:51:942,0.7292,0.1926,-0.5145,0.913
16:47:51:948,0.7483,0.1940,-0.5377,0.942
16:47:51:957,0.7663,0.2023,-0.5333,0.955
16:47:51:958,0.7849,0.2111,-0.5289,0.970
16:47:51:962,0.7903,0.2302,-0.5204,0.974
16:47:51:969,0.7798,0.2324,-0.5226,0.967
16:47:51:973,0.7446,0.1940,-0.5020,0.919
16:47:51:977,0.7309,0.1552,-0.4791,0.888
16:47:51:983,0.7231,0.1464,-0.4742,0.877
16:47:51:988,0.7219,0.1556,-0.4864,0.884
16:47:51:994,0.7267,0.1640,-0.5064,0.901
16:47:51:998,0.7331,0.1686,-0.5397,0.926
16:47:52:003,0.7355,0.1691,-0.5810,0.952
16:47:52:008,0.7480,0.1622,-0.6245,0.988
16:47:52:013,0.7693,0.1456,-0.6646,1.027
16:47:52:020,0.7876,0.1307,-0.7081,1.067
16:47:52:023,0.7949,0.1310,-0.7572,1.106
16:47:52:028,0.8008,0.1466,-0.8000,1.141
16:47:52:034,0.8138,0.1466,-0.8110,1.158
16:47:52:042,0.8162,0.1427,-0.8051,1.155
16:47:52:043,0.8030,0.1478,-0.7695,1.122
16:47:52:048,0.7817,0.1539,-0.7213,1.075
16:47:52:057,0.7617,0.1530,-0.6673,1.024
16:47:52:058,0.7475,0.1527,-0.5998,0.971
16:47:52:063,0.7221,0.1657,-0.5319,0.912
16:47:52:069,0.6999,0.1747,-0.4786,0.866
16:47:52:073,0.6884,0.1764,-0.4319,0.832
16:47:52:077,0.6805,0.1654,-0.4189,0.816
16:47:52:083,0.6805,0.1517,-0.4598,0.835
16:47:52:088,0.6830,0.1400,-0.5187,0.869
16:47:52:093,0.6788,0.1307,-0.5487,0.883
16:47:52:097,0.6759,0.1256,-0.5507,0.881
16:47:52:103,0.6942,0.1138,-0.5678,0.904
16:47:52:108,0.7233,0.0931,-0.5886,0.937
16:47:52:114,0.7465,0.0698,-0.6018,0.961
16:47:52:118,0.7905,0.0738,-0.6191,1.007
16:47:52:123,0.8358,0.0926,-0.6218,1.046
16:47:52:128,0.8568,0.1075,-0.6067,1.055
16:47:52:134,0.8448,0.1148,-0.5844,1.034
16:47:52:138,0.8218,0.1231,-0.5580,1.001
16:47:52:143,0.8052,0.1393,-0.5368,0.978
16:47:52:149,0.7969,0.1530,-0.5272,0.968
16:47:52:157,0.7891,0.1708,-0.5167,0.959
16:47:52:163,0.7756,0.1886,-0.4991,0.941
16:47:52:164,0.7551,0.2006,-0.4774,0.916
16:47:52:171,0.7326,0.2102,-0.4502,0.885
16:47:52:175,0.7167,0.2146,-0.4277,0.862
16:47:52:178,0.7094,0.2204,-0.4138,0.850
16:47:52:184,0.7072,0.2290,-0.4094,0.849
16:47:52:189,0.7157,0.2322,-0.4155,0.860
16:47:52:195,0.7385,0.2322,-0.4314,0.886
16:47:52:199,0.7656,0.2329,-0.4517,0.919
16:47:52:205,0.7927,0.2361,-0.4639,0.948
16:47:52:209,0.8233,0.2397,-0.4720,0.979
16:47:52:214,0.8514,0.2427,-0.4830,1.008
16:47:52:219,0.8678,0.2466,-0.4998,1.031
16:47:52:223,0.8663,0.2512,-0.5265,1.044
16:47:52:228,0.8595,0.2537,-0.5558,1.054
16:47:52:235,0.8600,0.2517,-0.5852,1.070
16:47:52:238,0.8668,0.2441,-0.6059,1.085
16:47:52:244,0.8666,0.2375,-0.6106,1.086
16:47:52:248,0.8507,0.2366,-0.6032,1.069
16:47:52:256,0.8367,0.2383,-0.5847,1.048
16:47:52:259,0.8294,0.2388,-0.5502,1.024
16:47:52:264,0.8208,0.2370,-0.4964,0.988
16:47:52:281,0.8116,0.2312,-0.4307,0.947
16:47:52:287,0.8047,0.2270,-0.3681,0.914
16:47:52:288,0.7981,0.2282,-0.2999,0.883
16:47:52:288,0.8094,0.2253,-0.2417,0.874
16:47:52:289,0.8497,0.2097,-0.2055,0.899
16:47:52:295,0.9267,0.1904,-0.2207,0.971
16:47:52:298,0.9533,0.1840,-0.2911,1.014
16:47:52:304,0.9680,0.1774,-0.3661,1.050
16:47:52:308,1.0668,0.1456,-0.4852,1.181
16:47:52:315,1.2200,0.1187,-0.6538,1.389
16:47:52:320,1.3618,0.0926,-0.8296,1.597
16:47:52:324,1.4872,0.0618,-1.0134,1.801
16:47:52:329,1.6052,0.0268,-1.1549,1.978
16:47:52:336,1.7135,-0.0203,-1.2459,2.119
16:47:52:339,1.8028,-0.0499,-1.2752,2.209
16:47:52:344,1.8700,-0.0553,-1.2378,2.243
16:47:52:349,1.9250,-0.0621,-1.0525,2.195
16:47:52:357,1.9988,-0.1345,-0.7726,2.147
16:47:52:359,2.0633,-0.2069,-0.4673,2.126
16:47:52:365,2.1315,-0.2020,-0.1303,2.145
16:47:52:370,2.1924,-0.2110,0.0536,2.203
16:47:52:376,2.1560,-0.2763,0.1418,2.178
16:47:52:379,2.0601,-0.3359,0.1293,2.091
16:47:52:384,1.8905,-0.3037,0.1098,1.918
16:47:52:389,1.7045,-0.2472,0.0863,1.724
16:47:52:395,1.5480,-0.2120,-0.0014,1.562
16:47:52:399,1.4473,-0.1829,-0.0995,1.462
16:47:52:405,1.3635,-0.1501,-0.1747,1.383
16:47:52:409,1.2437,-0.1135,-0.1826,1.262
16:47:52:415,1.1232,-0.1157,-0.1127,1.135
16:47:52:419,1.0550,-0.1841,0.0230,1.071
16:47:52:425,1.0418,-0.2841,0.2073,1.100
16:47:52:429,1.0619,-0.3855,0.3867,1.194
16:47:52:435,1.0489,-0.4085,0.4451,1.210
16:47:52:439,0.9734,-0.3369,0.5979,1.191
16:47:52:445,0.9025,-0.3252,0.6502,1.159
16:47:52:452,0.8380,-0.3586,0.6285,1.107
16:47:52:459,0.7810,-0.3709,0.6211,1.065
16:47:52:464,0.7250,-0.3643,0.6207,1.022
16:47:52:465,0.6737,-0.3528,0.5979,0.967
16:47:52:473,0.6353,-0.3335,0.5393,0.898
16:47:52:475,0.6128,-0.3039,0.4686,0.829
16:47:52:479,0.6141,-0.2897,0.3897,0.783
16:47:52:484,0.5769,-0.2790,0.3562,0.733
16:47:52:489,0.5679,-0.2389,0.2689,0.672
16:47:52:495,0.5825,-0.2117,0.1655,0.642
16:47:52:500,0.5688,-0.1983,0.0917,0.609
16:47:52:504,0.5437,-0.1763,0.0115,0.572
16:47:52:510,0.5349,-0.1519,-0.0784,0.562
16:47:52:515,0.5202,-0.1101,-0.1591,0.555
16:47:52:519,0.5143,-0.0731,-0.2190,0.564
16:47:52:525,0.5033,-0.0636,-0.2405,0.561
16:47:52:531,0.5153,-0.0551,-0.1789,0.548
16:47:52:537,0.5349,-0.0971,-0.1215,0.557
16:47:52:540,0.5776,-0.1668,-0.0975,0.609
16:47:52:545,0.6334,-0.2225,-0.0699,0.675
16:47:52:549,0.6759,-0.2533,-0.0305,0.722
16:47:52:556,0.7104,-0.2716,0.0088,0.761
16:47:52:560,0.7522,-0.2953,0.0396,0.809
16:47:52:566,0.8042,-0.3186,0.0663,0.868
16:47:52:574,0.8494,-0.3310,0.0883,0.916
16:47:52:576,0.8861,-0.3396,0.1095,0.955
16:47:52:580,0.9338,-0.3533,0.1313,1.007
16:47:52:587,0.9898,-0.3721,0.1523,1.068
16:47:52:590,1.0374,-0.4019,0.1780,1.127
16:47:52:596,1.0841,-0.4337,0.2044,1.185
16:47:52:600,1.1364,-0.4408,0.2232,1.239
16:47:52:606,1.1882,-0.4418,0.2200,1.287
16:47:52:611,1.2325,-0.4513,0.1973,1.327
16:47:52:615,1.2728,-0.4515,0.1572,1.360
16:47:52:620,1.3073,-0.4330,0.0949,1.380
16:47:52:626,1.3281,-0.4007,0.0340,1.388
16:47:52:630,1.3393,-0.3811,-0.0137,1.393
16:47:52:639,1.3576,-0.3819,-0.0589,1.412
16:47:52:644,1.3329,-0.3731,-0.0259,1.384
16:47:52:645,1.2652,-0.3909,0.0440,1.325
16:47:52:658,1.2166,-0.4029,0.1090,1.286
16:47:52:659,1.1819,-0.3711,0.1496,1.248
16:47:52:660,1.1489,-0.3547,0.1716,1.215
16:47:52:665,1.1120,-0.3674,0.2058,1.189
16:47:52:670,1.0785,-0.3814,0.2530,1.172
16:47:52:676,1.0470,-0.3799,0.2914,1.151
16:47:52:681,1.0071,-0.3672,0.3290,1.121
16:47:52:685,0.9612,-0.3494,0.3721,1.088
16:47:52:690,0.9172,-0.3455,0.3574,1.043
16:47:52:696,0.8810,-0.3455,0.3161,0.998
16:47:52:701,0.8573,-0.3345,0.2753,0.960
16:47:52:705,0.8218,-0.3183,0.2577,0.918
16:47:52:711,0.7839,-0.3083,0.2379,0.875
16:47:52:717,0.7417,-0.3039,0.2249,0.832
16:47:52:721,0.6952,-0.3049,0.2269,0.792
16:47:52:726,0.6605,-0.3007,0.2254,0.760
16:47:52:730,0.6456,-0.3002,0.2168,0.744
16:47:52:740,0.6647,-0.3107,0.2098,0.763
16:47:52:741,0.6942,-0.3019,0.2208,0.789
16:47:52:745,0.7241,-0.2887,0.2247,0.811
16:47:52:757,0.7585,-0.2848,0.2225,0.840
16:47:52:758,0.7793,-0.2868,0.2117,0.857
16:47:52:761,0.7825,-0.2907,0.1958,0.857
16:47:52:766,0.7795,-0.2927,0.1919,0.854
16:47:52:771,0.7761,-0.2951,0.2068,0.856
16:47:52:776,0.7747,-0.2985,0.2347,0.863
16:47:52:780,0.7751,-0.3019,0.2718,0.875
16:47:52:787,0.7854,-0.3100,0.3092,0.899
16:47:52:790,0.7913,-0.3166,0.3383,0.917
16:47:52:797,0.7815,-0.3173,0.3530,0.914
16:47:52:802,0.7842,-0.3276,0.3682,0.926
16:47:52:807,0.8023,-0.3491,0.3845,0.956
16:47:52:811,0.8257,-0.3696,0.3809,0.982
16:47:52:818,0.8299,-0.3640,0.3559,0.974
16:47:52:823,0.8333,-0.3586,0.3224,0.963
16:47:52:826,0.8438,-0.3626,0.3012,0.967
16:47:52:832,0.8475,-0.3662,0.2846,0.966
16:47:52:840,0.8389,-0.3650,0.2740,0.955
16:47:52:841,0.8223,-0.3596,0.2721,0.938
16:47:52:846,0.8067,-0.3545,0.2802,0.925
16:47:52:857,0.7993,-0.3530,0.2875,0.920
16:47:52:858,0.7988,-0.3516,0.2870,0.919
16:47:52:861,0.8074,-0.3491,0.2765,0.922
16:47:52:866,0.8199,-0.3479,0.2589,0.927
16:47:52:872,0.7996,-0.3330,0.2291,0.896
16:47:52:878,0.7534,-0.3188,0.2046,0.843
16:47:52:882,0.7248,-0.3254,0.2120,0.822
16:47:52:887,0.7263,-0.3393,0.2425,0.837
16:47:52:891,0.7505,-0.3520,0.2760,0.874
16:47:52:897,0.7786,-0.3589,0.3212,0.916
16:47:52:901,0.7981,-0.3538,0.3765,0.951
16:47:52:906,0.8201,-0.3457,0.4307,0.989
16:47:52:912,0.8465,-0.3408,0.4708,1.027
16:47:52:918,0.8719,-0.3406,0.4884,1.056
16:47:52:922,0.8822,-0.3403,0.4909,1.065
16:47:52:926,0.8812,-0.3437,0.4635,1.053
16:47:52:931,0.8634,-0.3503,0.4530,1.036
16:47:52:938,0.8365,-0.3623,0.4581,1.020
16:47:52:941,0.8230,-0.3894,0.3980,0.994
16:47:52:946,0.8091,-0.4161,0.3682,0.981
16:47:52:954,0.7871,-0.4400,0.3792,0.978
16:47:52:957,0.7558,-0.4650,0.4012,0.974
16:47:52:961,0.7153,-0.4862,0.4190,0.961
16:47:52:966,0.6779,-0.5073,0.4395,0.954
16:47:52:972,0.6666,-0.5408,0.4698,0.979
16:47:52:977,0.6771,-0.5747,0.4811,1.010
16:47:52:981,0.6813,-0.5945,0.4618,1.015
16:47:52:987,0.6725,-0.5918,0.4547,1.005
16:47:52:992,0.6578,-0.5662,0.4618,0.983
16:47:52:998,0.6757,-0.5588,0.4503,0.986
16:47:53:003,0.7238,-0.5823,0.4696,1.041
16:47:53:007,0.7918,-0.6212,0.4733,1.112
16:47:53:012,0.8424,-0.6361,0.4789,1.159
16:47:53:018,0.8705,-0.6341,0.4938,1.185
16:47:53:022,0.8653,-0.6236,0.5151,1.184
16:47:53:027,0.8482,-0.6148,0.5422,1.180
16:47:53:031,0.8468,-0.6151,0.5292,1.173
16:47:53:039,0.8673,-0.6185,0.4997,1.177
16:47:53:042,0.8846,-0.6170,0.4909,1.185
16:47:53:047,0.8734,-0.6019,0.4767,1.163
16:47:53:055,0.8211,-0.5711,0.4549,1.099
16:47:53:059,0.7612,-0.5422,0.4547,1.039
16:47:53:062,0.7285,-0.5368,0.4564,1.013
16:47:53:066,0.7184,-0.5430,0.4505,1.007
16:47:53:071,0.7111,-0.5420,0.4268,0.991
16:47:53:078,0.7091,-0.5366,0.4058,0.977
16:47:53:082,0.7003,-0.5312,0.4302,0.979
16:47:53:088,0.6893,-0.5300,0.4412,0.975
16:47:53:095,0.6735,-0.5315,0.4334,0.961
16:47:53:097,0.6568,-0.5327,0.4178,0.943
16:47:53:103,0.6563,-0.5295,0.3916,0.930
16:47:53:107,0.6727,-0.5327,0.3510,0.927
16:47:53:112,0.6994,-0.5518,0.3078,0.942
16:47:53:118,0.7270,-0.5762,0.2907,0.972
16:47:53:122,0.7451,-0.5918,0.3097,1.001
16:47:53:128,0.7524,-0.6070,0.3503,1.028
16:47:53:133,0.7500,-0.6324,0.3452,1.040
16:47:53:138,0.7473,-0.6710,0.3212,1.054
16:47:53:142,0.7424,-0.6833,0.2990,1.052
16:47:53:148,0.7179,-0.6762,0.2943,1.029
16:47:53:157,0.6827,-0.6891,0.3557,1.033
16:47:53:159,0.6453,-0.7082,0.3928,1.036
16:47:53:164,0.6155,-0.7299,0.3569,1.019
16:47:53:167,0.5916,-0.7246,0.3870,1.012
16:47:53:176,0.5522,-0.7180,0.4085,0.994
16:47:53:178,0.5050,-0.7192,0.4038,0.967
16:47:53:182,0.4659,-0.7312,0.4229,0.965
16:47:53:189,0.4544,-0.7368,0.4999,1.000
16:47:53:193,0.4799,-0.7409,0.6040,1.070
16:47:53:198,0.5346,-0.7568,0.6881,1.154
16:47:53:202,0.5989,-0.7832,0.7698,1.251
16:47:53:208,0.6598,-0.8135,0.8468,1.347
16:47:53:213,0.7065,-0.8421,0.8724,1.403
16:47:53:220,0.7319,-0.8673,0.8553,1.421
16:47:53:223,0.7465,-0.8876,0.7996,1.409
16:47:53:228,0.7478,-0.9091,0.7231,1.381
16:47:53:233,0.7409,-0.9257,0.6678,1.361
16:47:53:240,0.7047,-0.9233,0.6532,1.333
16:47:53:242,0.6361,-0.9077,0.6241,1.272
16:47:53:249,0.5872,-0.9006,0.6018,1.232
16:47:53:258,0.5815,-0.8993,0.5911,1.223
16:47:53:259,0.5991,-0.8947,0.5547,1.211
16:47:53:263,0.5982,-0.8739,0.5195,1.180
16:47:53:271,0.5877,-0.8522,0.5075,1.153
16:47:53:273,0.5659,-0.8272,0.4909,1.116
16:47:53:279,0.5537,-0.8126,0.4549,1.083
16:47:53:283,0.5605,-0.8094,0.4530,1.084
16:47:53:288,0.5593,-0.8038,0.5072,1.103
16:47:53:294,0.5356,-0.8045,0.5375,1.106
16:47:53:299,0.5168,-0.8033,0.5319,1.093
16:47:53:305,0.5309,-0.8060,0.5175,1.095
16:47:53:308,0.5566,-0.8043,0.5158,1.106
16:47:53:313,0.5529,-0.7989,0.5383,1.111
16:47:53:319,0.5028,-0.7852,0.5488,1.082
16:47:53:324,0.4268,-0.7776,0.5427,1.040
16:47:53:329,0.3493,-0.7739,0.5275,1.000
16:47:53:333,0.3000,-0.7593,0.5107,0.963
16:47:53:339,0.3083,-0.7439,0.5043,0.950
16:47:53:343,0.3682,-0.7451,0.5129,0.977
16:47:53:349,0.4217,-0.7273,0.5170,0.987
16:47:53:358,0.4610,-0.7292,0.5417,1.019
16:47:53:359,0.4591,-0.7204,0.5740,1.029
16:47:53:364,0.4508,-0.7358,0.6094,1.056
16:47:53:373,0.4302,-0.7522,0.6444,1.080
16:47:53:373,0.3965,-0.7715,0.6972,1.113
16:47:53:379,0.3642,-0.7779,0.6977,1.107
16:47:53:384,0.3488,-0.7813,0.6431,1.070
16:47:53:388,0.3471,-0.7786,0.5666,1.024
16:47:53:393,0.3466,-0.7656,0.5207,0.989
16:47:53:399,0.3454,-0.7458,0.5285,0.977
16:47:53:404,0.3686,-0.7189,0.5412,0.972
16:47:53:408,0.4129,-0.6830,0.5307,0.958
16:47:53:414,0.4498,-0.6547,0.5383,0.960
16:47:53:419,0.4662,-0.6358,0.5644,0.970
16:47:53:424,0.4610,-0.6143,0.5825,0.964
16:47:53:429,0.4493,-0.5955,0.5960,0.955
16:47:53:433,0.4293,-0.5877,0.6282,0.961
16:47:53:439,0.4004,-0.5923,0.6920,0.995
16:47:53:443,0.3811,-0.6043,0.7395,1.028
16:47:53:449,0.3836,-0.6207,0.7512,1.047
16:47:53:456,0.4073,-0.6297,0.7485,1.060
16:47:53:464,0.4312,-0.6217,0.7534,1.068
16:47:53:465,0.4381,-0.6004,0.7940,1.088
16:47:53:475,0.4447,-0.5735,0.8424,1.112
