time,gFx,gFy,gFz,TgF
16:41:18:295,0.9467,-0.0416,0.2863,0.990
16:41:18:300,0.9462,-0.0401,0.2946,0.992
16:41:18:305,0.9455,-0.0394,0.2997,0.993
16:41:18:310,0.9445,-0.0379,0.3031,0.993
16:41:18:315,0.9294,-0.0431,0.3095,0.981
16:41:18:320,0.9216,-0.0538,0.3383,0.983
16:41:18:326,0.9531,-0.0389,0.3317,1.010
16:41:18:339,0.9526,-0.0316,0.3156,1.004
16:41:18:340,0.9546,-0.0306,0.3066,1.003
16:41:18:341,0.9450,-0.0370,0.3029,0.993
16:41:18:346,0.9504,-0.0421,0.3014,0.998
16:41:18:351,0.9528,-0.0384,0.2885,0.996
16:41:18:355,0.9475,-0.0382,0.2809,0.989
16:41:18:360,0.9443,-0.0404,0.2799,0.986
16:41:18:366,0.9421,-0.0419,0.2784,0.983
16:41:18:370,0.9428,-0.0426,0.2780,0.984
16:41:18:375,0.9445,-0.0428,0.2814,0.986
16:41:18:380,0.9492,-0.0436,0.2860,0.992
16:41:18:386,0.9521,-0.0450,0.2877,0.996
16:41:18:390,0.9504,-0.0441,0.2941,0.996
16:41:18:396,0.9480,-0.0421,0.3004,0.995
16:41:18:401,0.9484,-0.0428,0.3004,0.996
16:41:18:406,0.9484,-0.0419,0.3017,0.996
16:41:18:411,0.9470,-0.0419,0.3044,0.996
16:41:18:416,0.9484,-0.0406,0.2987,0.995
16:41:18:421,0.9489,-0.0392,0.2938,0.994
16:41:18:427,0.9502,-0.0382,0.2914,0.995
16:41:18:434,0.9502,-0.0362,0.2902,0.994
16:41:18:436,0.9352,-0.0438,0.2948,0.982
16:41:18:441,0.9343,-0.0531,0.3268,0.991
16:41:18:451,0.9658,-0.0301,0.3009,1.012
16:41:18:453,0.9511,-0.0169,0.2648,0.987
16:41:18:456,0.9426,-0.0257,0.2618,0.979
16:41:18:461,0.9428,-0.0362,0.2748,0.983
16:41:18:467,0.9504,-0.0423,0.2853,0.993
16:41:18:471,0.9526,-0.0426,0.2914,0.997
16:41:18:476,0.9436,-0.0401,0.2958,0.990
16:41:18:481,0.9282,-0.0397,0.2970,0.975
16:41:18:486,0.9274,-0.0372,0.2975,0.975
16:41:18:491,0.9367,-0.0304,0.2975,0.983
16:41:18:496,0.9445,-0.0277,0.3002,0.991
16:41:18:501,0.9472,-0.0321,0.3009,0.994
16:41:18:506,0.9482,-0.0404,0.2987,0.995
16:41:18:511,0.9514,-0.0438,0.2965,0.997
16:41:18:516,0.9519,-0.0423,0.2965,0.998
16:41:18:521,0.9502,-0.0394,0.2965,0.996
16:41:18:533,0.9487,-0.0367,0.2963,0.995
16:41:18:537,0.9467,-0.0355,0.2953,0.992
16:41:18:539,0.9455,-0.0335,0.2938,0.991
16:41:18:543,0.9460,-0.0331,0.2929,0.991
16:41:18:547,0.9467,-0.0348,0.2921,0.991
16:41:18:551,0.9472,-0.0367,0.2919,0.992
16:41:18:556,0.9472,-0.0379,0.2926,0.992
16:41:18:561,0.9475,-0.0387,0.2943,0.993
16:41:18:567,0.9477,-0.0387,0.2965,0.994
16:41:18:571,0.9489,-0.0387,0.2982,0.995
16:41:18:576,0.9519,-0.0401,0.2992,0.999
16:41:18:581,0.9555,-0.0419,0.2968,1.001
16:41:18:587,0.9565,-0.0433,0.2931,1.001
16:41:18:591,0.9546,-0.0416,0.2897,0.998
16:41:18:596,0.9528,-0.0401,0.2853,0.995
16:41:18:601,0.9504,-0.0389,0.2814,0.992
16:41:18:606,0.9484,-0.0389,0.2804,0.990
16:41:18:612,0.9475,-0.0387,0.2814,0.989
16:41:18:616,0.9472,-0.0387,0.2833,0.989
16:41:18:621,0.9460,-0.0389,0.2853,0.989
16:41:18:627,0.9443,-0.0384,0.2865,0.988
16:41:18:631,0.9450,-0.0375,0.2865,0.988
16:41:18:637,0.9443,-0.0355,0.2858,0.987
16:41:18:642,0.9450,-0.0340,0.2865,0.988
16:41:18:650,0.9453,-0.0338,0.2877,0.989
16:41:18:652,0.9458,-0.0350,0.2887,0.989
16:41:18:656,0.9465,-0.0360,0.2887,0.990
16:41:18:662,0.9480,-0.0357,0.2890,0.992
16:41:18:667,0.9482,-0.0357,0.2897,0.992
16:41:18:671,0.9475,-0.0355,0.2914,0.992
16:41:18:677,0.9467,-0.0353,0.2946,0.992
16:41:18:681,0.9462,-0.0348,0.2982,0.993
16:41:18:687,0.9472,-0.0355,0.2997,0.994
16:41:18:692,0.9472,-0.0370,0.2997,0.994
16:41:18:697,0.9502,-0.0362,0.3004,0.997
16:41:18:701,0.9465,-0.0340,0.3004,0.994
16:41:18:707,0.9440,-0.0318,0.3002,0.991
16:41:18:712,0.9448,-0.0321,0.2975,0.991
16:41:18:717,0.9453,-0.0333,0.2960,0.991
16:41:18:722,0.9450,-0.0340,0.2973,0.991
16:41:18:727,0.9416,-0.0328,0.2997,0.989
16:41:18:734,0.9399,-0.0311,0.3017,0.988
16:41:18:737,0.9401,-0.0313,0.3017,0.988
16:41:18:742,0.9404,-0.0335,0.3024,0.988
16:41:18:747,0.9416,-0.0348,0.3041,0.990
16:41:18:752,0.9436,-0.0348,0.3046,0.992
16:41:18:757,0.9455,-0.0345,0.3024,0.993
16:41:18:762,0.9470,-0.0355,0.2973,0.993
16:41:18:767,0.9477,-0.0362,0.2926,0.993
16:41:18:772,0.9489,-0.0370,0.2897,0.993
16:41:18:777,0.9504,-0.0384,0.2882,0.994
16:41:18:782,0.9504,-0.0404,0.2877,0.994
16:41:18:788,0.9506,-0.0411,0.2868,0.994
16:41:18:792,0.9504,-0.0389,0.2875,0.994
16:41:18:798,0.9504,-0.0372,0.2872,0.994
16:41:18:802,0.9502,-0.0362,0.2853,0.993
16:41:18:808,0.9499,-0.0345,0.2819,0.991
16:41:18:812,0.9499,-0.0335,0.2792,0.991
16:41:18:817,0.9526,-0.0338,0.2792,0.993
16:41:18:822,0.9541,-0.0365,0.2797,0.995
16:41:18:829,0.9455,-0.0362,0.2843,0.988
16:41:18:835,0.9453,-0.0284,0.2929,0.990
16:41:18:838,0.9460,-0.0265,0.3019,0.993
16:41:18:842,0.9477,-0.0304,0.3080,0.997
16:41:18:848,0.9494,-0.0335,0.3090,0.999
16:41:18:852,0.9489,-0.0345,0.3053,0.997
16:41:18:857,0.9484,-0.0345,0.2987,0.995
16:41:18:862,0.9482,-0.0353,0.2916,0.993
16:41:18:868,0.9475,-0.0362,0.2880,0.991
16:41:18:872,0.9460,-0.0367,0.2872,0.989
16:41:18:877,0.9453,-0.0377,0.2870,0.989
16:41:18:883,0.9445,-0.0389,0.2870,0.988
16:41:18:888,0.9455,-0.0397,0.2865,0.989
16:41:18:893,0.9467,-0.0411,0.2855,0.990
16:41:18:897,0.9489,-0.0419,0.2853,0.992
16:41:18:903,0.9514,-0.0416,0.2872,0.995
16:41:18:908,0.9519,-0.0421,0.2890,0.996
16:41:18:914,0.9511,-0.0414,0.2885,0.995
16:41:18:918,0.9516,-0.0382,0.2899,0.996
16:41:18:923,0.9528,-0.0362,0.2919,0.997
16:41:18:930,0.9482,-0.0343,0.2946,0.993
16:41:18:934,0.9470,-0.0331,0.2980,0.993
16:41:18:938,0.9438,-0.0328,0.3012,0.991
16:41:18:942,0.9443,-0.0333,0.3022,0.992
16:41:18:950,0.9440,-0.0331,0.2990,0.991
16:41:18:954,0.9436,-0.0318,0.2931,0.989
16:41:18:958,0.9445,-0.0313,0.2855,0.987
16:41:18:962,0.9450,-0.0323,0.2799,0.986
16:41:18:968,0.9465,-0.0343,0.2775,0.987
16:41:18:972,0.9484,-0.0360,0.2777,0.989
16:41:18:977,0.9494,-0.0367,0.2806,0.991
16:41:18:982,0.9482,-0.0370,0.2855,0.991
16:41:18:988,0.9477,-0.0365,0.2919,0.992
16:41:18:993,0.9482,-0.0365,0.2978,0.995
16:41:18:999,0.9546,-0.0389,0.3007,1.002
16:41:19:003,0.9516,-0.0409,0.2990,0.998
16:41:19:008,0.9455,-0.0382,0.2995,0.993
16:41:19:014,0.9450,-0.0362,0.2978,0.991
16:41:19:020,0.9445,-0.0362,0.2921,0.989
16:41:19:023,0.9450,-0.0362,0.2846,0.988
16:41:19:030,0.9455,-0.0362,0.2797,0.987
16:41:19:033,0.9445,-0.0362,0.2780,0.985
16:41:19:038,0.9448,-0.0350,0.2777,0.985
16:41:19:043,0.9450,-0.0338,0.2799,0.986
16:41:19:050,0.9455,-0.0331,0.2843,0.988
16:41:19:056,0.9460,-0.0326,0.2885,0.990
16:41:19:058,0.9465,-0.0316,0.2914,0.991
16:41:19:063,0.9455,-0.0313,0.2924,0.990
16:41:19:069,0.9458,-0.0318,0.2919,0.990
16:41:19:073,0.9482,-0.0333,0.2914,0.993
16:41:19:079,0.9504,-0.0345,0.2902,0.994
16:41:19:084,0.9502,-0.0343,0.2897,0.994
16:41:19:089,0.9480,-0.0328,0.2887,0.991
16:41:19:094,0.9482,-0.0318,0.2890,0.992
16:41:19:099,0.9477,-0.0331,0.2890,0.991
16:41:19:103,0.9475,-0.0321,0.2899,0.991
16:41:19:109,0.9487,-0.0311,0.2926,0.993
16:41:19:113,0.9489,-0.0306,0.2948,0.994
16:41:19:118,0.9489,-0.0304,0.2941,0.994
16:41:19:123,0.9492,-0.0294,0.2909,0.993
16:41:19:133,0.9492,-0.0284,0.2865,0.992
16:41:19:134,0.9504,-0.0284,0.2819,0.992
16:41:19:138,0.9504,-0.0301,0.2789,0.991
16:41:19:143,0.9511,-0.0304,0.2770,0.991
16:41:19:149,0.9502,-0.0311,0.2772,0.990
16:41:19:154,0.9494,-0.0313,0.2794,0.990
16:41:19:159,0.9499,-0.0311,0.2804,0.991
16:41:19:163,0.9504,-0.0318,0.2809,0.992
16:41:19:169,0.9489,-0.0323,0.2816,0.990
16:41:19:173,0.9475,-0.0321,0.2846,0.990
16:41:19:179,0.9460,-0.0318,0.2892,0.990
16:41:19:184,0.9445,-0.0313,0.2931,0.989
16:41:19:189,0.9443,-0.0318,0.2958,0.990
16:41:19:194,0.9448,-0.0323,0.2973,0.991
16:41:19:199,0.9453,-0.0333,0.2960,0.991
16:41:19:204,0.9455,-0.0331,0.2943,0.991
16:41:19:209,0.9450,-0.0328,0.2914,0.989
16:41:19:215,0.9448,-0.0316,0.2875,0.988
16:41:19:220,0.9448,-0.0309,0.2841,0.987
16:41:19:224,0.9458,-0.0309,0.2824,0.987
16:41:19:234,0.9460,-0.0316,0.2819,0.988
16:41:19:235,0.9470,-0.0318,0.2833,0.989
16:41:19:239,0.9484,-0.0321,0.2848,0.991
16:41:19:244,0.9494,-0.0316,0.2875,0.992
16:41:19:250,0.9509,-0.0318,0.2892,0.994
16:41:19:254,0.9511,-0.0326,0.2919,0.995
16:41:19:259,0.9506,-0.0331,0.2951,0.996
16:41:19:264,0.9511,-0.0331,0.2975,0.997
16:41:19:270,0.9521,-0.0335,0.3004,0.999
16:41:19:274,0.9511,-0.0355,0.3002,0.998
16:41:19:279,0.9494,-0.0360,0.2980,0.996
16:41:19:284,0.9475,-0.0350,0.2946,0.993
16:41:19:289,0.9467,-0.0328,0.2902,0.991
16:41:19:295,0.9475,-0.0326,0.2850,0.990
16:41:19:301,0.9494,-0.0348,0.2814,0.991
16:41:19:304,0.9504,-0.0357,0.2819,0.992
16:41:19:309,0.9509,-0.0362,0.2843,0.993
16:41:19:316,0.9524,-0.0367,0.2853,0.995
16:41:19:320,0.9582,-0.0372,0.2843,1.000
16:41:19:324,0.9502,-0.0360,0.2843,0.992
16:41:19:333,0.9445,-0.0318,0.2902,0.989
16:41:19:336,0.9448,-0.0313,0.2948,0.990
16:41:19:339,0.9458,-0.0333,0.2951,0.991
16:41:19:344,0.9470,-0.0345,0.2929,0.992
16:41:19:350,0.9477,-0.0335,0.2909,0.992
16:41:19:354,0.9470,-0.0335,0.2897,0.991
16:41:19:359,0.9475,-0.0331,0.2877,0.991
16:41:19:365,0.9480,-0.0340,0.2850,0.990
16:41:19:370,0.9480,-0.0343,0.2824,0.990
16:41:19:375,0.9477,-0.0333,0.2802,0.989
16:41:19:379,0.9472,-0.0326,0.2794,0.988
16:41:19:384,0.9462,-0.0313,0.2809,0.988
16:41:19:390,0.9472,-0.0304,0.2816,0.989
16:41:19:395,0.9516,-0.0299,0.2816,0.993
16:41:19:400,0.9487,-0.0299,0.2809,0.990
16:41:19:405,0.9453,-0.0269,0.2850,0.988
16:41:19:411,0.9448,-0.0245,0.2890,0.988
16:41:19:417,0.9458,-0.0252,0.2897,0.989
16:41:19:420,0.9480,-0.0269,0.2916,0.992
16:41:19:425,0.9492,-0.0291,0.2941,0.994
16:41:19:433,0.9497,-0.0299,0.2965,0.995
16:41:19:435,0.9489,-0.0309,0.2992,0.995
16:41:19:440,0.9475,-0.0316,0.3000,0.994
16:41:19:446,0.9465,-0.0321,0.2995,0.993
16:41:19:451,0.9455,-0.0328,0.2970,0.992
16:41:19:455,0.9450,-0.0326,0.2936,0.990
16:41:19:464,0.9458,-0.0326,0.2909,0.990
16:41:19:465,0.9458,-0.0328,0.2877,0.989
16:41:19:471,0.9465,-0.0335,0.2848,0.989
16:41:19:475,0.9475,-0.0348,0.2819,0.989
16:41:19:480,0.9489,-0.0353,0.2811,0.990
16:41:19:485,0.9492,-0.0343,0.2802,0.990
16:41:19:490,0.9492,-0.0323,0.2814,0.991
16:41:19:495,0.9487,-0.0301,0.2816,0.990
16:41:19:500,0.9489,-0.0294,0.2824,0.990
16:41:19:505,0.9489,-0.0289,0.2833,0.991
16:41:19:510,0.9484,-0.0269,0.2848,0.991
16:41:19:515,0.9475,-0.0252,0.2868,0.990
16:41:19:520,0.9458,-0.0257,0.2887,0.989
16:41:19:525,0.9453,-0.0243,0.2912,0.989
16:41:19:532,0.9453,-0.0247,0.2919,0.990
16:41:19:535,0.9458,-0.0277,0.2912,0.990
16:41:19:541,0.9467,-0.0294,0.2916,0.991
16:41:19:545,0.9475,-0.0309,0.2924,0.992
16:41:19:551,0.9475,-0.0333,0.2931,0.992
16:41:19:555,0.9472,-0.0348,0.2931,0.992
16:41:19:561,0.9472,-0.0345,0.2931,0.992
16:41:19:565,0.9477,-0.0335,0.2916,0.992
16:41:19:571,0.9482,-0.0343,0.2882,0.992
16:41:19:575,0.9506,-0.0350,0.2833,0.993
16:41:19:581,0.9528,-0.0370,0.2784,0.993
16:41:19:586,0.9546,-0.0370,0.2743,0.994
16:41:19:592,0.9543,-0.0365,0.2723,0.993
16:41:19:597,0.9548,-0.0362,0.2723,0.994
16:41:19:602,0.9541,-0.0355,0.2740,0.993
16:41:19:606,0.9509,-0.0353,0.2789,0.992
16:41:19:611,0.9480,-0.0331,0.2846,0.990
16:41:19:616,0.9458,-0.0313,0.2882,0.989
16:41:19:621,0.9455,-0.0313,0.2899,0.989
16:41:19:626,0.9465,-0.0318,0.2897,0.990
16:41:19:636,0.9472,-0.0318,0.2894,0.991
16:41:19:637,0.9472,-0.0318,0.2897,0.991
16:41:19:656,0.9467,-0.0326,0.2897,0.991
16:41:19:658,0.9458,-0.0331,0.2907,0.990
16:41:19:659,0.9443,-0.0328,0.2914,0.989
16:41:19:661,0.9431,-0.0313,0.2914,0.988
16:41:19:662,0.9423,-0.0304,0.2921,0.987
16:41:19:666,0.9426,-0.0306,0.2924,0.987
16:41:19:671,0.9440,-0.0313,0.2921,0.989
16:41:19:675,0.9458,-0.0331,0.2912,0.990
16:41:19:681,0.9472,-0.0350,0.2902,0.991
16:41:19:685,0.9484,-0.0343,0.2885,0.992
16:41:19:691,0.9497,-0.0335,0.2868,0.993
16:41:19:697,0.9509,-0.0333,0.2846,0.993
16:41:19:701,0.9526,-0.0338,0.2819,0.994
16:41:19:706,0.9538,-0.0357,0.2802,0.995
16:41:19:714,0.9541,-0.0360,0.2809,0.995
16:41:19:717,0.9533,-0.0350,0.2824,0.995
16:41:19:721,0.9528,-0.0340,0.2821,0.994
16:41:19:726,0.9528,-0.0338,0.2824,0.994
16:41:19:738,0.9519,-0.0331,0.2848,0.994
16:41:19:739,0.9497,-0.0313,0.2880,0.993
16:41:19:741,0.9472,-0.0304,0.2907,0.991
16:41:19:746,0.9462,-0.0301,0.2919,0.991
16:41:19:751,0.9460,-0.0294,0.2924,0.991
16:41:19:756,0.9460,-0.0291,0.2924,0.991
16:41:19:762,0.9462,-0.0289,0.2931,0.991
16:41:19:766,0.9467,-0.0287,0.2946,0.992
16:41:19:771,0.9467,-0.0291,0.2973,0.993
16:41:19:776,0.9465,-0.0301,0.2978,0.993
16:41:19:781,0.9467,-0.0313,0.2975,0.993
16:41:19:786,0.9458,-0.0318,0.2968,0.992
16:41:19:791,0.9455,-0.0335,0.2934,0.991
16:41:19:796,0.9462,-0.0348,0.2907,0.990
16:41:19:801,0.9472,-0.0348,0.2885,0.991
16:41:19:806,0.9480,-0.0357,0.2880,0.991
16:41:19:812,0.9482,-0.0355,0.2875,0.991
16:41:19:816,0.9477,-0.0343,0.2868,0.991
16:41:19:821,0.9472,-0.0345,0.2868,0.990
16:41:19:826,0.9470,-0.0345,0.2865,0.990
16:41:19:832,0.9472,-0.0340,0.2855,0.990
16:41:19:836,0.9475,-0.0333,0.2846,0.990
16:41:19:841,0.9499,-0.0316,0.2843,0.992
16:41:19:849,0.9524,-0.0326,0.2841,0.994
16:41:19:853,0.9526,-0.0340,0.2850,0.995
16:41:19:857,0.9521,-0.0326,0.2853,0.994
16:41:19:862,0.9516,-0.0309,0.2843,0.994
16:41:19:866,0.9509,-0.0284,0.2831,0.993
16:41:19:872,0.9506,-0.0262,0.2819,0.992
16:41:19:877,0.9504,-0.0257,0.2828,0.992
16:41:19:882,0.9497,-0.0257,0.2858,0.992
16:41:19:886,0.9492,-0.0257,0.2875,0.992
16:41:19:892,0.9484,-0.0257,0.2872,0.991
16:41:19:897,0.9480,-0.0262,0.2880,0.991
16:41:19:902,0.9494,-0.0284,0.2887,0.993
16:41:19:907,0.9502,-0.0301,0.2885,0.993
16:41:19:912,0.9499,-0.0306,0.2890,0.993
16:41:19:917,0.9484,-0.0318,0.2887,0.992
16:41:19:922,0.9472,-0.0328,0.2870,0.990
16:41:19:926,0.9455,-0.0331,0.2870,0.989
16:41:19:932,0.9438,-0.0318,0.2894,0.988
16:41:19:937,0.9436,-0.0316,0.2902,0.988
16:41:19:943,0.9436,-0.0316,0.2892,0.987
16:41:19:949,0.9436,-0.0313,0.2892,0.987
16:41:19:952,0.9440,-0.0311,0.2890,0.988
16:41:19:957,0.9448,-0.0309,0.2897,0.989
16:41:19:963,0.9462,-0.0306,0.2904,0.990
16:41:19:967,0.9480,-0.0309,0.2914,0.992
16:41:19:973,0.9492,-0.0309,0.2931,0.994
16:41:19:977,0.9502,-0.0309,0.2921,0.995
16:41:19:982,0.9514,-0.0316,0.2904,0.995
16:41:19:987,0.9521,-0.0335,0.2887,0.995
16:41:19:992,0.9521,-0.0343,0.2877,0.995
16:41:19:998,0.9519,-0.0345,0.2877,0.995
